@relation art-24-weka.filters.unsupervised.attribute.NumericToNominal-R18

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1}

@data
4.474514,-1.420759,-0.719213,-1.566921,-3.515124,-0.499431,1.071605,1.862743,1.678235,1.747516,0.451663,-0.775155,0.675119,1.245107,-0.077402,1.305645,-2.1163,1
-1.586878,-0.245683,-0.083771,-1.055972,-1.812522,-2.498463,0.920588,2.336324,-1.805217,2.66075,1.600869,4.102375,2.503405,-0.407103,-1.545082,1.310938,-5.009718,1
1.801648,-3.819234,-2.365544,-1.241411,1.292148,-2.478171,-2.631396,1.630914,-2.57973,-0.706827,4.701504,5.516651,-0.654934,0.180463,-4.936604,1.360061,-2.293995,1
-2.278788,1.844097,2.288585,-0.961489,4.412526,2.707681,-0.977366,-1.167284,-1.257785,-0.56579,-3.432591,-1.171016,-2.975562,-4.901309,-1.623384,0.522913,2.752698,0
-1.115723,-1.413721,-0.100963,0.41315,0.212598,1.152169,-2.540649,2.522055,-0.885089,-1.930191,3.827451,-0.457761,-0.207683,-0.658529,1.281135,-2.667436,3.786642,1
2.927228,-1.884229,1.924539,2.522882,-4.485137,-1.172343,-0.176902,1.070377,-2.246076,2.07515,-0.601488,0.169903,2.664678,-1.014501,1.106515,-0.977441,0.32577,1
3.260061,0.962465,0.378341,-0.923807,1.652707,1.117397,2.107719,0.478393,2.916473,0.64576,0.600113,-3.106455,-1.590177,0.128638,0.747448,-2.658804,1.446759,0
2.82513,-2.197692,4.578144,-0.550442,1.817696,-1.101619,-2.56104,3.526688,-1.546221,-5.601982,-2.922044,1.344324,0.444566,-2.683307,-0.285033,-3.739065,-0.520427,0
4.085072,-3.29073,-1.746375,1.552541,-0.340516,-2.483441,2.144917,0.920841,2.475982,1.921651,-0.856092,6.349082,6.257151,-2.956759,0.631506,0.35777,-2.170928,1
1.130879,0.722413,-0.270212,2.191844,2.041269,-1.47865,0.978195,1.496746,2.085869,1.278142,0.946415,-2.298818,-1.49635,-0.800389,0.791541,0.724866,-0.954425,0
-2.201277,3.246824,-3.708319,2.867858,1.12255,-1.875733,1.472663,0.114806,-1.231756,1.213773,-0.733346,-1.568529,-1.552333,-1.697222,-3.877868,-1.707103,-1.618784,0
1.241587,-0.924758,1.108435,5.011806,3.402217,1.527839,0.430398,1.526362,0.696076,0.721429,-1.363888,4.214764,5.079923,-2.631078,-0.38733,0.516247,-0.073477,1
1.689627,-0.324755,1.033143,3.760085,5.52276,0.078395,-0.168473,2.71432,-0.387214,-4.434299,-2.678744,0.460451,0.977651,-0.880182,-2.929801,-0.181973,-0.565773,0
2.543376,-3.542198,2.288711,1.273944,2.224587,-0.068128,1.906107,-0.196226,-5.191957,2.141609,-0.927661,-0.579592,0.659737,-3.311182,-2.450084,-5.036603,-1.839549,1
-3.926973,-2.814026,0.096851,-2.389546,-0.914799,2.25399,-3.236539,3.472152,-3.901932,3.704065,4.151741,1.035437,-0.398949,-0.417924,-3.786058,-1.41491,-0.756006,1
-2.392692,5.392537,-0.970577,0.318222,1.594322,0.710815,1.153022,-0.995369,2.294277,3.881829,-1.538874,-1.104157,-1.408322,-1.16345,-1.979709,-1.007201,1.98829,0
-1.303694,1.43378,0.01531,0.195896,2.180734,0.203071,-1.702617,-2.296633,0.375829,1.446273,2.11526,-0.479258,3.190298,-3.232276,-7.574907,-2.301017,-1.526741,1
3.004263,1.688285,3.365947,2.985497,-1.254888,-3.450466,0.03118,1.232815,-3.314241,1.939954,1.365507,5.217207,3.212306,-0.326282,1.489867,-0.291237,-3.172875,1
-1.632552,3.152023,1.104895,2.379151,2.640767,-0.95487,0.707506,0.577293,2.106582,-3.057087,-0.878245,1.346867,0.056017,-1.831155,-1.409768,0.460648,-0.39279,0
1.928794,3.058425,1.350677,-3.400902,-0.760013,0.219997,1.307558,0.685729,4.251672,-1.203526,-2.535048,-0.527079,1.117272,2.83401,1.446466,-2.604929,0.072985,0
-0.319683,1.637224,2.413486,-1.982522,4.360741,-1.048798,-0.106627,1.480216,-1.656423,0.622748,-1.722941,-1.994055,-3.982098,-4.290571,0.158419,0.670887,3.651841,0
7.370628,-2.8475,5.48967,2.222156,-1.421613,-0.379869,0.027624,0.66043,-5.734265,-2.25374,-0.197912,-1.255344,5.009762,-1.633126,-1.439871,-1.967186,-1.333794,1
2.598487,-2.146902,5.954401,-6.747476,0.120613,0.946894,-3.517944,2.378389,1.894493,1.592113,-0.873207,-5.101403,-2.727969,0.319588,7.127416,-0.66051,1.945021,0
-1.189827,-1.947367,-1.427312,1.232642,-2.697598,-1.426321,-4.80686,2.802151,-3.518989,1.472869,3.306133,5.417608,-1.94332,-1.122448,-3.361862,-0.836838,-3.447688,1
-0.746333,-3.24823,-1.967663,3.080501,-0.556081,-1.874112,-0.683928,1.963173,0.089211,3.751856,-1.493408,7.06694,0.646087,-1.979264,1.297205,-1.906548,-0.972389,1
2.973621,1.519527,4.660505,0.30207,3.438723,-2.677963,-0.073507,5.330899,2.39534,-7.451887,-2.952934,3.528755,1.540596,-1.429983,1.427755,3.430047,0.332627,0
-4.469971,-0.233039,-5.122285,-1.221855,-0.622738,-1.570936,1.440385,5.014977,2.329861,5.068571,1.592084,4.294089,0.20537,-1.48167,0.6494,-2.423998,1.502361,1
0.553626,0.942059,-0.516337,2.080239,-0.136421,-3.314295,1.993083,3.522136,1.46828,3.190009,2.77693,-5.226097,-2.912918,1.360214,1.908698,0.51801,-0.673422,0
-0.575387,0.84293,1.331347,3.942598,-2.216992,1.503802,-4.576926,2.408238,-1.284273,3.654496,2.597376,1.481456,2.194972,-1.477657,-1.108788,-5.558705,-1.296858,1
-1.880438,-0.316265,1.344246,-0.416833,1.125017,0.725672,-2.187148,-0.245219,-1.865029,-0.468061,-2.937761,-1.032862,-1.714353,-2.502904,-1.841637,-2.541891,3.108813,0
1.461432,0.538769,4.067589,-0.223851,5.62844,1.650386,2.147898,-3.716929,0.008793,-4.700827,-2.050766,0.157545,-3.692414,-6.605962,-1.042546,-0.831564,0.010665,0
-0.981299,1.31011,-0.694304,1.094543,-0.245202,-2.345185,1.681115,-1.53975,-1.36952,-0.957373,-2.577078,2.049664,-0.270926,-1.773788,-0.807664,-2.147618,-2.624606,0
3.195766,4.971469,2.695175,-1.008544,0.719323,-3.554993,-0.558686,-0.127796,0.27865,2.658167,1.306459,0.74926,-4.139204,-1.397786,-1.228566,-4.770185,-0.703536,1
4.545848,1.614519,2.370318,1.76681,-4.018908,-6.131379,-0.493645,1.629865,-2.577034,-1.050945,1.682207,5.219688,2.972473,-1.483717,1.399123,0.939432,-3.519991,1
1.720906,-0.408661,2.650925,-2.87485,3.834369,2.969563,1.422,-2.86556,0.946098,-8.418155,-2.966484,1.91892,0.957461,-2.426954,-1.039953,-4.756034,-1.281033,0
1.986201,0.532899,1.847467,-1.834937,-1.293913,0.036669,0.380424,1.551329,3.082235,-2.147631,0.676151,-2.952194,-1.318591,0.840512,0.834081,-2.541411,2.200729,0
0.069342,0.299222,-1.580211,0.128803,0.720597,-2.037388,3.286787,-0.344031,-1.830049,-0.297448,-1.683852,-1.676895,-1.310845,0.18376,-2.922921,0.026286,-1.759118,1
2.626884,0.440332,2.235933,2.294089,5.651109,-0.357425,0.40081,2.475145,1.049867,-1.758628,-0.48559,-1.021314,-0.985406,-2.290044,-0.54601,1.10979,0.041086,0
1.561869,0.927582,1.775126,-0.272092,1.270099,-3.268678,-1.031873,2.967165,3.659659,-2.732383,-3.601556,2.216305,2.606025,2.238271,1.74616,-0.478476,1.377149,0
-2.833,1.019955,-2.193144,1.019253,1.505275,-4.111144,2.155481,0.17956,-1.480849,1.902318,-1.975502,-2.961851,-2.047554,-0.798503,0.92289,-0.370286,-6.58514,0
2.309183,-0.977334,2.466885,2.876321,-0.838355,-1.434049,-0.138463,1.588407,-2.732617,2.970353,0.056655,5.853066,1.304431,-2.132837,2.086747,-1.123319,-3.672333,1
-0.834466,1.415053,1.895955,-1.960889,1.864258,2.595056,4.199017,-4.06423,1.903546,1.588719,0.413744,-4.418828,-5.523455,-4.069809,1.720121,-0.424218,-0.085073,0
-0.592979,-0.480775,0.13867,-0.043022,3.093678,0.394358,1.655082,-0.324079,1.15446,2.09563,-2.007913,-3.577963,-0.823052,2.490825,2.399129,-0.446575,-0.97231,0
1.335178,3.662459,5.604291,-0.0356,-1.462909,-2.745148,-1.831353,-0.913126,-2.697474,-1.843305,0.419718,-2.292514,-1.091562,-0.275782,-4.812938,-0.332722,-2.595853,1
5.251605,4.077182,6.106906,-0.374063,1.903122,-2.178634,-0.181391,-5.055108,-0.921671,-0.341029,0.055857,-2.51498,-0.050528,0.827537,-2.967843,0.657484,-2.98385,1
4.134436,-0.46555,-2.987996,0.939325,1.415564,-1.526211,2.978655,1.296224,2.044049,3.791599,-0.480756,-2.78521,0.739871,3.831085,1.118289,-3.776317,-2.377023,0
-1.064836,-1.879476,1.633819,1.994414,0.866048,0.288639,-3.291943,4.910523,-5.029023,2.438207,1.905322,1.4695,-4.153424,2.030636,-1.636859,-3.852826,-1.3244,1
-0.563639,0.676888,-0.489307,-2.00875,-2.985509,-3.29358,1.119852,0.544921,1.995065,1.90516,-1.338537,-2.695168,-2.165587,-0.14868,1.70137,-1.794449,-1.361711,0
5.175475,3.128161,0.696533,-1.228481,3.287486,-0.509983,-0.684072,4.217848,2.531146,-5.846977,-0.894643,1.343783,1.875614,-1.066789,-2.829777,0.011415,1.07276,0
-1.772565,0.997633,-0.783536,-2.834923,-1.329458,-0.463071,1.218925,-0.760859,0.106569,-0.42132,0.379431,-5.498455,-4.066353,-0.688849,1.152301,-1.177251,0.818476,0
-0.864966,-2.123634,-0.581187,-2.813224,0.824526,-0.463146,1.698912,-2.341003,-0.60128,1.279525,-2.218026,-6.476,-4.05903,-0.887901,2.194609,-3.406341,-4.600292,0
0.36918,-0.965049,4.688723,-1.367931,4.672955,1.626869,2.138069,-1.209982,5.687389,-3.112471,-1.54516,-1.665348,0.34197,0.819914,4.268568,-4.909489,-3.008181,0
4.132747,-2.468769,4.400987,3.26268,-1.716159,0.983694,-5.951108,0.041557,-2.250474,-5.295104,6.35846,1.059314,5.780331,-0.292502,-0.120483,3.152343,1.341318,1
-0.829597,-3.475147,4.123676,-0.364716,0.515363,-3.705358,-1.043494,1.901187,4.360162,0.223371,-3.461021,-3.169851,-0.249644,2.977007,5.48946,-3.216554,-1.628192,0
2.551135,0.196683,3.975552,-2.986817,0.649968,0.781926,1.946619,0.30622,2.813668,-2.632766,-1.219879,0.087026,-0.296701,-0.076581,3.186582,-2.228619,0.018972,0
3.389923,1.287851,-0.113669,2.467729,-1.67876,-0.961442,4.909893,2.321645,7.91295,-1.519028,3.902957,-1.070541,2.078941,3.463345,2.619843,-3.680631,-5.067785,0
-1.399909,4.20895,2.978084,-0.977376,0.253138,-0.425692,2.970935,1.065746,2.230573,-0.214001,-0.760774,-0.231494,-0.571563,0.824113,3.538153,0.320064,-1.76864,0
3.132063,-1.152875,3.293518,3.253653,-0.49527,-3.30055,-2.908177,2.117843,-5.206785,-1.276448,0.464706,4.575255,-2.199662,0.431649,-1.739909,-2.929218,-1.490647,1
-0.916289,1.738072,-1.998552,1.787087,2.326207,-4.064609,-2.503767,3.159582,-3.46884,1.193094,-3.20065,-1.170801,-2.378911,-2.987566,-3.281744,2.259077,3.252781,0
-0.619867,0.391439,-1.909387,1.830863,-3.278065,-6.831195,0.058594,3.019156,-0.379084,-3.446193,-0.775003,1.377964,0.251206,-1.853954,-0.511041,-2.134163,-4.127018,0
-1.5975,1.384465,0.516098,-1.207935,-0.438554,-2.537989,2.736843,-1.194157,2.363559,-2.348425,-0.067605,-1.383031,-1.955878,-2.414879,1.694992,-2.812631,-4.793969,0
-1.164357,1.046273,-0.319369,-1.596688,1.924461,-1.741767,-3.755742,5.079206,-3.754569,3.583581,-3.120325,-2.577906,-1.574201,-0.995557,-0.791996,0.925598,2.921848,0
2.083033,1.028344,4.049145,-4.704062,4.691853,2.519598,-3.190512,1.7109,2.088181,1.421413,-3.117784,-2.162884,-0.654975,-0.315737,2.133682,-1.642412,3.972215,0
-0.172253,-3.779308,-0.72668,3.984043,-1.53969,0.212225,-4.679739,1.467641,-2.44473,-0.421939,2.481295,5.329815,-0.610027,0.123439,2.642038,0.943805,-0.794486,1
2.074889,1.411627,-0.175258,0.362936,-2.75691,-2.648456,2.824165,2.599421,1.869621,-2.786816,3.461946,-2.092124,-1.111813,-0.169841,0.182167,-3.463141,-3.33971,0
0.046784,-1.775888,1.398475,-0.354744,1.341748,-4.495399,-1.999512,2.21438,2.069889,-2.511024,-3.12744,-0.235038,0.658655,-0.204797,1.812609,-2.964263,-1.538805,0
5.307044,-1.710992,4.944555,2.79232,0.791866,1.324187,0.253746,0.039014,-2.887083,2.553702,-0.752789,2.778758,3.491553,-2.537934,0.28959,-0.64149,-2.909602,1
-2.774516,-0.051103,0.221027,2.47751,-1.609644,-7.75788,2.17051,-0.662713,-1.398193,-0.428074,-3.556212,0.669955,-3.520811,-4.912449,0.025993,-2.747641,-3.525846,0
-0.341692,0.286835,6.700076,-4.339355,2.709426,3.052421,2.273312,-2.59957,-2.96922,-1.327035,-0.543265,-3.110072,-6.829709,-6.490561,3.450836,1.859009,0.374193,0
7.45564,-1.656731,4.266656,-4.422622,1.669726,-0.155915,-3.512782,5.442212,3.779593,4.19065,-1.782077,-1.03478,2.957536,5.667854,6.218675,-3.009813,3.435445,0
2.886132,1.503152,0.780998,-1.776296,-5.232462,-3.811556,-1.483187,-1.724098,1.139616,-1.444436,1.82443,-1.890486,2.004921,0.1554,-4.924893,2.467772,-5.792295,1
-3.390572,3.386153,2.800741,-0.13229,-3.132694,-1.005539,-3.668375,-0.315586,-5.183737,1.866445,3.673262,1.769085,2.153321,-3.637755,-4.194636,-4.583989,-4.000193,1
2.969213,-4.873197,2.943406,2.579102,1.055988,1.317563,-2.213829,4.309037,-4.556265,1.481529,1.776209,3.863159,1.318867,-0.501155,-0.485171,-3.830168,-1.405845,1
-0.00341,2.097758,3.030084,0.396855,-0.967833,-2.036611,0.941861,-0.851812,-0.072829,3.068851,-2.603718,0.473446,-0.129429,-0.285571,-0.690855,-0.95054,-2.919357,1
-1.580285,1.508588,4.352402,-1.05101,0.693873,-0.32775,0.926576,1.739882,-0.358805,-3.423236,-2.469209,2.535948,0.000407,-2.108126,2.306242,0.104267,-1.434858,0
-0.423017,1.249735,-1.327929,1.619794,-2.548666,-4.240251,-0.446416,-0.811655,0.79998,-0.93995,-0.784229,-1.704657,-1.98704,1.186297,1.332205,-0.277736,0.683888,1
2.946068,-1.887784,0.697087,1.557905,2.64334,-2.316664,0.612596,3.269113,1.547546,0.51611,0.296792,2.152244,1.265304,-1.400022,-2.232364,-2.155946,-0.437459,1
-0.392654,4.421255,-0.473406,1.536249,-0.421892,-4.947428,-0.535043,4.805941,-4.602832,-0.60868,-1.536509,4.664738,-0.574849,-4.500574,-2.02773,4.932987,0.720609,0
0.42456,4.570184,0.109129,0.428768,0.862453,-2.045092,2.349351,3.967148,3.109723,-2.84152,2.065811,-1.103724,-1.129233,-0.518352,0.313421,3.704304,1.112513,0
0.809492,1.394714,2.808042,-0.150487,-2.170538,-2.984389,1.516875,1.188431,-2.130601,3.432464,-0.39096,-1.864106,-1.783237,1.19873,1.218736,-1.539782,-1.894796,1
1.373179,-5.041871,-3.120014,-2.02012,0.218571,3.04586,-0.475365,2.736794,2.251229,1.786078,3.770279,0.698698,2.330841,-1.440055,-3.866183,1.952303,-0.608151,1
-0.391207,0.03237,0.983768,0.826201,-3.20441,-0.3352,6.398492,-4.12839,2.068329,-0.881619,2.407691,-2.423092,-4.353857,-3.23526,2.709894,-1.83878,-5.226316,0
2.014213,-2.969203,1.323865,2.573661,-2.037298,0.994848,0.035066,1.427221,1.209953,2.855714,-1.4371,1.828097,4.680476,-2.811245,1.755561,0.051644,-0.260054,1
-4.077238,0.495255,-1.487059,-0.678654,0.3831,-1.127145,-1.403036,3.392193,0.685826,2.633796,2.687083,1.884886,-1.076458,-1.911685,-0.934991,-2.737124,0.526279,1
-1.72279,-0.409816,5.27797,-1.637742,1.532372,-0.904291,-0.72008,1.441773,1.283277,-1.57276,-2.999533,-2.906415,-3.447077,-2.54838,3.411786,1.305024,0.370802,0
-0.576148,4.493797,-3.062609,1.086752,-5.441864,-4.100722,1.546426,3.872927,1.250111,0.523263,2.846766,1.405338,1.234198,0.69538,-0.336757,-0.843325,-2.671817,0
-0.018154,-0.716274,2.074539,-2.354468,-0.531774,-1.343642,-0.059752,1.007015,3.903771,-0.706174,-3.308167,-1.844693,0.591874,2.529257,1.824207,-6.941904,0.9147,0
-1.70555,-1.896145,-2.058704,1.044485,-4.93169,-1.978927,-3.536441,5.510983,-1.156731,-1.443164,2.766091,4.054305,1.025324,-0.136936,-2.353283,2.295114,-3.18886,1
-1.208233,3.032123,1.528456,-1.162852,2.238786,1.043621,-0.210167,2.500896,1.638386,-2.590066,0.562001,-1.595969,-0.445559,-1.032214,-0.704091,-1.017538,0.470318,0
4.715458,-0.98294,-0.22809,-1.048393,0.745402,-0.138668,4.387189,0.69572,-0.337829,-3.808748,0.959414,-1.891652,-1.537789,-1.493059,0.969694,-1.56791,-4.382578,0
1.244166,2.190307,-0.200338,-1.732003,2.589296,0.490517,-1.233314,2.27522,0.223564,4.481644,-1.101169,-3.314303,-1.328046,-0.266403,0.904667,0.202109,0.180779,0
3.709026,-1.618497,4.018996,3.885223,1.739006,-1.355243,3.359673,-0.126606,-2.333607,1.48086,-4.078724,2.643476,1.885507,-1.442146,3.572011,-2.339605,-0.080628,1
3.424196,-0.887287,0.241366,-0.279804,-3.123972,-0.861158,-1.152179,-0.554851,2.053211,1.49342,1.584631,1.757605,4.01216,-1.126363,-0.304214,1.450375,-0.680885,1
0.940289,1.208909,3.3262,-2.690492,3.083015,-0.1673,0.99425,-1.334421,0.963863,-3.263873,-2.902916,1.456841,-1.212002,-3.017877,1.961883,0.748322,0.190245,0
-4.301575,-3.867986,-3.33461,-3.293948,0.718991,2.539654,2.416959,2.084498,-1.213038,3.873229,1.464665,-1.100226,1.61429,-2.078628,-3.375651,-1.144643,-0.142087,1
-0.407656,1.304913,-0.557449,0.901227,-2.945712,-1.35946,-2.287154,0.141228,-3.320498,1.432823,2.496413,-0.336271,-2.616837,1.08084,-0.420129,-1.227182,-1.150126,1
2.236101,-1.012313,-1.923656,-1.618537,4.591041,3.481638,4.507726,-2.273615,0.385062,-1.349423,0.614829,-4.117154,-0.992462,0.317771,0.798019,-3.000658,-4.408196,0
-1.050616,-1.469725,-1.934266,-1.743528,0.670844,-0.134651,1.39161,-2.625757,-0.869052,4.773523,-3.520346,-5.660248,-4.016162,-0.990132,0.981014,-3.653621,-0.190154,0
-0.307246,-2.380753,-0.363738,2.377714,-0.655591,-0.68257,-1.238579,2.595268,-0.863287,2.442463,1.191833,3.519886,3.328864,-1.511695,-0.345403,-0.853497,-1.86945,1
-0.586086,0.631923,3.733504,-1.020633,-0.342017,2.84651,-3.368608,-2.788307,1.525262,-1.791719,1.994469,-0.927167,2.388918,-0.925959,-1.49676,2.189122,0.908088,1
2.919254,-0.402793,4.755188,1.341707,-4.161565,-0.577017,-5.178613,0.352195,-1.898622,-0.768038,4.068991,0.328834,7.255838,0.441711,-2.454005,1.581657,-4.575764,1
-1.256115,-2.980634,0.119824,1.509461,0.248077,2.012198,-3.070216,1.009876,-2.891,-0.444333,3.92751,0.98539,3.476716,-0.14735,-3.117972,0.120614,-1.330205,1
5.770173,-3.072644,3.635584,5.595425,-1.900593,-1.144313,1.053104,0.923674,-3.498064,1.644125,-2.87466,2.097176,2.570887,-2.126239,5.306702,-4.724872,0.95386,1
3.700608,-0.067612,3.049056,4.186498,-3.486976,-1.98312,-2.726198,-1.29245,-1.278958,-2.921325,1.929501,0.674975,6.483846,-1.2015,0.67617,2.385662,-2.133709,1
-0.520887,-4.021438,-3.512158,-4.462715,-1.672736,-3.729686,-2.055063,-0.511723,-2.741744,2.65109,-4.339373,-6.093283,-1.805578,2.017815,0.72277,-8.7489,-2.639449,0
3.35716,-2.22646,0.663026,1.858225,-3.193102,0.105738,0.90974,1.34008,1.864194,4.689628,-0.495661,2.333374,4.575529,-1.510909,3.609472,-1.255671,-2.042096,1
-2.021579,2.362963,4.959361,2.818138,2.335217,-3.089153,1.281225,3.026513,2.898796,-1.405864,-2.208947,2.316627,0.073542,-1.347993,2.690448,3.054846,-2.286755,0
5.249675,1.891205,-0.84894,-0.388416,2.801824,-1.260634,-2.486159,5.360715,2.440741,0.575325,-3.342384,0.722528,3.460113,3.097469,-1.852644,-1.250017,3.682055,0
2.252274,-0.376625,2.44207,-4.010765,1.111778,-1.55262,-0.164881,-0.110185,0.396641,-1.808641,-2.172213,0.769115,-0.475626,-2.67074,2.555952,-3.587913,-2.366848,0
0.366716,1.796946,3.44276,-2.723487,3.592342,-0.544397,0.104268,1.238037,-0.388748,-3.996458,-2.627465,-1.090498,-2.873823,-3.611141,0.761693,1.77565,0.886742,0
2.69653,-2.594777,4.935525,3.865268,2.457334,1.818384,-2.698439,-0.328647,-0.547991,2.056907,-1.143744,0.362803,1.494224,-1.364999,-0.84933,-3.22878,0.033282,1
-0.900868,-0.70559,1.305621,0.214259,-4.587966,-4.460775,3.351924,-1.248063,1.1792,-2.529614,-0.542624,-0.002482,-2.589682,-2.528467,2.394299,-3.00896,-4.490934,0
0.450925,0.505842,-0.30854,1.631146,0.005101,-2.757415,-2.287575,3.864455,1.80745,5.9318,0.817818,7.22632,0.89053,-3.24643,0.645618,-5.071636,-1.395131,1
3.923336,4.266514,-1.384927,1.626504,1.342849,-1.889654,3.543572,3.160354,0.327255,-2.697271,1.444494,1.742597,-0.487469,-2.692202,-1.873622,3.936823,-1.07019,0
-1.947779,6.904073,0.758625,2.415216,2.088801,-0.00965,1.714802,2.249823,2.699437,-2.577888,1.973221,-1.18642,-2.775769,-3.953452,-3.429587,4.191131,1.756022,0
-0.53542,-0.881925,0.771071,1.846394,-1.916919,-2.439133,-2.881391,1.500147,-1.50717,0.59647,1.025711,5.501399,2.599469,-0.528738,-3.54867,1.319604,-2.86466,1
-0.125746,0.242317,1.633389,-2.652375,1.112221,-0.920804,0.324973,1.541805,-0.398309,-1.169332,-1.175605,-3.40349,-2.674139,-1.282696,2.169855,0.505079,-1.309641,0
2.718418,-4.990044,1.270202,0.665274,0.122685,-1.768685,1.705353,2.370744,-0.40088,1.534377,-2.797848,3.026959,1.458413,-1.488702,0.601052,-1.524431,-0.436596,1
-1.728325,1.163875,1.41413,1.335904,0.69733,-1.297168,-1.20411,2.133215,0.709018,-2.214608,-1.500448,-0.504098,-0.743043,-0.808926,-0.12063,0.736428,1.759894,0
1.113056,-0.875462,2.400697,3.39769,1.207813,1.405761,-2.096401,1.036911,3.214946,3.80696,-0.223031,3.70198,1.303632,-1.867141,4.985251,-3.847706,3.613453,1
-2.374725,-1.866995,4.186395,-2.173497,1.678141,-2.282475,-1.531774,-0.006127,2.018927,-1.593065,-5.33099,-1.944464,-1.484091,-0.280761,4.364307,-1.182852,-0.580439,0
1.455132,1.149008,-1.807037,1.079605,-2.376178,-3.0115,1.855704,0.853478,-1.882129,0.456296,-0.809622,1.696672,-0.420098,-1.930869,-0.844288,-1.582682,-2.399403,0
-1.223609,3.759739,0.222724,-2.395463,-2.27579,-2.961934,3.776829,0.399295,-0.55578,-2.402073,0.926781,0.448546,-2.205802,-2.459219,2.796491,2.002825,-4.340455,0
-4.223813,-1.503031,0.45759,0.507372,0.993062,0.02141,5.275467,-4.784772,0.085383,0.664666,0.935739,-5.509433,-5.995589,-3.994186,2.885124,-2.24254,-5.433179,0
5.405729,1.558953,-0.453226,-5.888452,1.013486,-0.97674,-3.491638,5.159589,1.373243,0.756912,-2.305527,-0.047013,2.826253,3.118128,2.067204,-0.796538,2.599935,0
-1.0721,2.828622,1.008882,-0.553477,0.765033,-1.070766,1.951368,-1.49292,4.943813,0.726187,-2.195543,-0.019185,-0.155031,0.812182,1.546714,-1.564173,0.755379,0
2.505044,4.879646,3.767772,0.952409,-2.45743,-4.944062,0.390312,4.865814,1.467285,-5.395623,-0.666749,5.440669,1.636849,-0.938556,0.193938,1.393,-0.012684,0
0.52188,-0.924381,2.567878,2.831718,-1.882464,-0.987855,-3.592006,1.842126,-4.32983,1.0234,2.906955,5.502935,3.513609,-1.946485,-2.581392,0.564962,-4.840578,1
5.125013,1.419034,1.8933,-3.775173,4.300229,2.334283,-0.02729,0.741865,2.093061,0.846255,0.090839,-2.399753,-1.444719,-1.632355,1.583164,-1.049147,1.05109,0
2.235298,3.296165,3.90515,3.428508,-1.844663,-1.740792,-3.443802,-0.655059,0.40345,1.978581,1.094879,2.20276,1.961087,-2.56645,1.095937,-2.016196,-1.261405,1
0.209536,0.041279,-0.670909,-3.811421,2.60843,-2.726958,-1.191562,0.613391,0.099007,0.240142,3.189158,2.857307,-0.763882,-1.936058,-6.756961,-2.255107,-4.823359,1
-0.802337,-1.627731,-0.907073,0.236228,-4.111254,1.193254,0.976898,-0.949892,1.841796,0.225023,-1.950518,-5.121972,1.955864,-0.694416,-0.700867,-0.072439,0.549048,1
1.707186,1.140697,3.256359,-4.139768,2.488184,2.043063,-0.736792,3.103324,3.596883,-2.079508,0.324722,-1.668716,0.606479,0.806024,3.062005,-1.080186,1.77957,0
4.169197,-4.75362,0.75288,1.615426,0.389483,-1.628919,-1.139544,0.45675,1.681091,-0.688583,0.539414,4.77757,1.778221,-1.818646,-0.206461,1.244316,-1.144095,1
1.86632,0.500376,0.904272,-0.76382,4.774745,1.780427,3.270041,-1.370003,3.510668,-2.480091,-0.671778,-1.947335,-0.591889,-0.536825,1.672654,-0.747416,-2.519358,0
-6.244481,-0.250031,2.155005,0.845517,-5.630498,2.745215,-5.266225,2.339438,-4.682686,-1.579956,3.714818,-3.830333,1.857519,-1.652291,-3.647374,-1.795839,0.326219,1
1.361454,2.429444,0.533096,3.181324,3.670119,-2.542113,0.529887,3.401973,-0.998926,-2.016423,0.835383,-0.499261,-1.235367,-2.342012,-1.82762,1.265494,-0.186328,0
6.642917,-3.06013,4.635402,1.389684,1.546029,-2.769107,0.764243,-1.477481,-4.887616,-2.123521,-0.955481,-4.874605,-2.914324,-1.070403,-2.471869,-2.234571,-0.193016,1
-3.136139,2.522566,4.756712,1.125883,2.105276,1.628834,4.435815,-1.658294,2.298293,1.913011,0.303804,-2.553427,-4.986008,-3.934896,4.50917,4.698627,-2.02603,0
-3.580228,-3.229999,1.756571,4.08294,1.3004,-5.052089,0.347149,-1.038832,-1.095021,-4.279506,-3.84247,0.503342,-1.995376,-4.089805,-0.048803,-1.893977,-3.93046,0
4.803211,-1.386233,0.778004,1.744076,0.095578,-3.639591,1.668876,-1.093711,2.381014,1.789869,-4.151496,-1.100492,0.359365,-2.510804,-1.822559,-2.425413,-1.147831,1
3.326806,1.373875,-1.069866,2.326,-0.197574,-0.125809,2.652514,2.550501,-0.800799,-4.74581,2.657446,1.114716,2.014361,1.156659,-2.062662,-2.943723,-4.262128,0
-1.340994,-2.347424,-2.828721,-1.558489,-1.278369,-2.573462,-0.349425,-0.983945,-2.0207,2.750447,-3.306988,-2.019909,-0.002437,1.512966,0.984107,-5.885044,-3.921079,0
