@relation art-01-weka.filters.unsupervised.attribute.NumericToNominal-R23

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att2 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2}

@data
-2.596983,-1.867299,4.383377,-4.153771,1.587583,1.74604,1.534118,-2.575602,-3.008221,0.440155,1.230886,-1.499725,-0.450146,2.404822,-2.704087,-0.322785,0.082483,2.670546,2.571136,-0.740854,0.598425,3.585843,1
0.115878,-2.410895,-1.789833,3.774578,-3.991696,-6.085482,3.689255,0.912098,-0.019873,-2.090637,-0.631207,-2.793924,2.662224,-2.724297,1.289209,2.193427,3.402949,1.123461,-0.229601,-4.595667,-3.359422,-1.946831,1
-1.894451,5.285641,0.484877,0.769402,1.05401,0.454442,3.791353,1.043159,-0.410206,-4.878906,0.710192,0.879746,3.765643,3.465137,2.576161,0.815868,0.532561,1.394632,-1.850857,1.231302,-2.212992,0.49192,1
1.037875,-0.057866,2.670008,-4.855042,-0.479021,-3.073012,1.097291,-0.37372,-1.597632,2.967657,-1.054799,-1.880198,-1.44724,-1.480959,1.873988,1.162496,1.368208,2.492836,1.371692,-3.701197,-2.545756,-0.617647,1
1.062214,1.508761,1.530296,-1.943584,1.807936,-0.364065,-3.304605,-0.233622,-0.120492,-0.699578,-4.214071,-4.960377,-1.957662,3.302306,0.074301,3.686483,-5.282353,2.398301,0.390686,-1.352544,-2.903724,-0.649685,0
6.159846,3.343295,-2.790464,5.417446,-0.192686,2.664468,-0.923571,-0.751866,2.378454,1.92347,-2.166612,-0.269983,1.168249,-2.843533,0.69039,0.01565,-1.205327,-3.637027,1.995916,1.743128,3.969597,3.728122,0
1.201654,-0.636104,4.069252,0.401553,0.57264,2.508268,-4.188492,-1.670569,-2.703277,-5.492006,-2.449587,-1.564526,6.055724,-0.594882,-1.797303,1.074909,2.075389,3.860539,-3.621142,-0.584542,5.203641,0.542077,2
-4.464626,3.51176,1.984869,-1.109735,-4.268377,0.416413,2.114906,1.412415,-2.051117,-1.06086,-1.855631,-2.626635,-0.190443,2.924003,0.804175,0.873159,-2.499514,1.32949,-0.845752,-1.884335,2.323355,0.215185,1
-2.6168,3.731909,-0.297748,-0.203913,-2.542657,0.642821,2.102811,-4.28528,0.681167,-2.139204,-0.377702,-0.460212,1.292071,0.57619,-2.185478,-1.022093,1.053712,-0.249543,0.557032,-0.83576,-1.899038,1.273479,1
0.008188,2.442103,1.189016,2.374388,-2.317205,-0.782503,-1.794049,-0.528612,-0.138224,-1.286207,3.052716,2.523106,0.597057,1.566315,1.450311,3.062507,-1.272901,0.908279,0.796609,1.037995,-1.641705,-0.011233,2
-4.876641,1.544792,-1.644085,2.530813,-1.278155,3.531655,-3.046756,1.059742,-1.890188,-6.243896,2.703489,-10.505474,-1.152744,-0.979973,2.848551,4.480055,6.849697,-5.088507,-0.779422,1.656019,2.934322,-2.87812,2
-1.884349,-0.785091,1.77894,2.153441,-1.031641,1.748837,2.550422,0.248702,-0.195603,2.373887,-0.481718,-1.401321,-4.643268,0.895823,0.952575,2.343021,-0.226307,-0.348917,-0.256849,-0.748366,-0.313722,1.089578,2
-0.907195,2.646515,4.073814,-5.615762,-2.03397,1.050423,-0.044149,-2.858502,2.495364,0.13984,2.792478,0.365278,3.876158,1.921159,2.863955,0.215416,1.984775,5.780122,-2.184329,1.380803,-2.504767,0.818043,1
-0.460357,0.067945,3.918399,-1.325149,-0.266133,1.132938,-2.597433,-0.77372,-1.837705,3.167628,5.472083,5.019753,-0.631255,-1.812882,-3.609008,-1.379242,-3.815267,0.083759,0.516928,-2.632013,1.347926,1.014715,1
1.492113,0.554717,-2.246146,2.818008,-0.799978,1.068891,-1.424284,0.749656,-4.515841,-2.769903,1.317172,0.201261,4.667434,-2.128529,-6.404498,3.682891,0.41343,-8.656377,1.861853,-3.206522,0.782323,7.038437,0
8.493342,-1.021355,6.864035,0.591785,0.655324,-0.988237,1.305107,0.755344,1.68612,-3.725385,-6.155944,2.385844,-3.844818,4.715034,-0.543072,1.921908,-4.522701,-2.294761,-3.555439,-2.785967,-3.660206,4.553001,0
-1.113542,-1.722613,4.649362,0.580837,-2.893998,2.692189,2.156603,-1.594864,4.043069,-0.255451,4.243149,-4.142276,-2.916412,0.003022,-0.037649,1.442675,-1.113414,-2.342821,-3.106273,4.220118,0.959735,1.78371,2
5.011411,-3.090709,-0.705937,2.723695,2.6059,-1.404987,-2.436193,-4.902828,1.314166,1.40677,-4.132727,3.406194,4.190893,-0.307949,-1.426109,3.340818,-6.219974,-2.238212,-2.303113,-1.464003,3.015582,4.188897,0
-3.525477,1.769578,1.902599,-0.178381,-0.041241,-2.053198,0.136656,0.688251,-0.309663,-2.453821,-1.376023,0.276826,3.482995,-2.387249,0.645685,2.113833,-0.302594,0.701654,-0.709205,-0.225506,-3.77656,-0.961885,0
-1.442111,1.267723,-0.670699,-0.002837,-4.419424,3.829449,4.045911,0.045046,-2.952918,-5.879976,-4.256471,-2.492844,1.528886,-0.587431,5.465117,1.504308,-0.125486,1.785106,-1.61894,1.688515,2.173509,-0.397115,1
0.298935,-0.968139,3.946644,-2.468956,2.951332,3.586813,2.898374,0.386109,3.643424,-1.565919,4.129877,-1.127485,-2.859786,1.039308,-2.293984,2.220773,-0.939307,0.380705,-3.142989,-4.301282,0.921,-6.559791,2
-1.997943,9.119786,3.141571,0.415109,-1.86337,-2.86095,-3.728818,3.33046,-3.521354,6.214105,-0.033004,3.502642,-7.435035,-1.142905,-0.682832,-4.075375,-2.224663,1.509364,5.428978,5.12644,-3.793966,-0.220435,0
0.855767,6.570298,-0.134023,2.49554,3.834925,-0.155261,5.262087,-3.604981,-0.401409,-1.604158,0.2384,-1.472993,-0.252912,0.571902,-3.907999,-0.155168,1.231282,1.492214,-5.252153,-1.486016,-0.946517,-0.815641,2
-3.506206,-3.388146,5.198315,2.027997,-0.722956,3.913873,1.327599,0.72378,1.08885,1.646014,-3.452626,1.00748,-5.343945,0.429392,-4.089161,3.110897,1.032043,1.100304,0.816279,-0.371666,5.042536,-0.04408,2
-1.850255,2.54011,3.918309,-0.425967,6.426973,0.359928,6.568913,1.038796,-0.993464,-3.400242,-3.524508,3.738879,-0.219746,7.821602,-1.596823,5.097926,-4.917148,-3.266806,-4.60323,5.405116,0.260508,-0.088005,1
-4.987798,1.193236,1.912135,0.618414,-0.683304,2.081084,2.825432,-0.703762,-2.13288,0.232335,-2.088285,-3.273964,-0.605042,1.452608,-2.036077,-4.899643,0.383922,2.795188,0.862106,-4.593087,-0.67087,0.516263,1
-0.653194,-2.570181,2.194435,-0.45069,-0.881291,5.403354,-1.865006,2.977324,-2.267689,-0.926609,-0.069565,-0.66507,1.638944,-0.440071,0.946562,-0.802086,0.355372,2.626178,-0.412082,2.486957,5.041835,1.645939,2
4.363015,-1.186424,7.554886,-5.739172,3.210159,-0.480629,2.681217,-0.472852,3.214496,-2.24123,-2.743152,3.495201,1.120159,4.511011,-5.935163,3.125432,-1.757017,-0.326076,0.441318,-6.494781,-6.047065,-1.940441,2
-1.491203,5.60759,-5.041449,4.38405,-1.074907,0.192784,-0.244649,0.831707,-5.713799,-3.582478,-0.835359,-3.196384,-5.046687,-0.692485,-0.491848,7.532647,7.251464,0.056616,4.077907,2.698401,-5.363245,-2.969382,2
2.463815,-3.943023,-1.557282,-0.417285,0.166515,2.655106,-6.17466,0.513898,1.162441,-3.887575,-1.784985,-0.784829,2.300879,-3.976954,0.175928,1.493432,-1.724203,-3.262046,-1.418922,-1.68934,-5.31435,4.508082,0
-4.661239,0.720632,-3.711226,4.096054,1.420679,0.041953,-2.444212,3.342391,1.701004,-2.109018,5.090661,4.486818,2.418812,-4.412375,1.727608,-2.436533,0.041139,0.040968,4.559514,-0.611477,-0.170648,-2.006729,2
-3.452899,0.877001,1.720227,-2.311447,1.829226,0.487645,-1.46187,-0.228568,0.57914,0.929493,1.49083,0.491973,0.537589,0.767429,-0.383102,-1.873909,3.269664,3.488073,-0.931295,-4.153497,-2.766166,0.619771,1
-4.955024,-2.781426,0.448263,0.679707,-2.500289,0.879327,0.971467,-0.202122,1.714599,0.653837,2.876455,-2.956531,-3.334247,-1.456054,4.537706,2.849867,1.766961,-3.179253,-1.64979,0.700057,3.756889,-2.352278,2
5.419087,-1.586691,2.215675,-3.194061,1.39757,3.131405,5.095134,0.47366,1.327296,-3.361099,-1.777817,-2.387996,3.668145,2.427068,-1.026603,0.116833,0.139041,2.584723,1.826212,-5.679631,-2.093994,3.025645,0
1.348603,-1.316988,7.625822,3.040875,-0.939795,0.757168,-1.086923,-5.319636,2.443389,-3.925047,1.052167,1.208747,0.417531,1.312514,-1.715977,1.96411,-0.730162,3.236,-3.505359,0.536817,-0.031068,3.071352,2
1.805138,4.192699,2.017769,-3.624614,0.00529,2.101585,-4.426526,-2.500172,7.179408,-7.32568,3.832956,2.953701,-2.021538,-3.397037,-0.06865,-2.188103,3.494704,0.888106,-3.440855,2.022829,-0.794816,2.673482,2
1.923823,-3.787224,-1.393442,-2.617624,-1.047245,0.283779,3.732645,-4.415854,-5.264297,-3.666374,-0.831883,-4.739057,0.205083,-0.124107,-2.338256,0.673234,-3.260393,2.254854,-1.521946,-2.116822,1.851138,3.485211,1
1.476896,0.793489,-5.001849,-3.650482,4.107519,-3.131506,5.916894,-1.25395,0.856221,0.074131,1.50089,0.651325,1.61608,-1.400645,3.555265,3.93583,2.027589,-1.283694,-0.881642,1.557342,-5.354009,0.582084,1
-1.838434,-0.994222,0.14934,4.391804,3.788763,3.48723,0.331635,-1.353366,-0.602741,-3.035431,-2.666835,-4.971219,2.406853,2.662644,1.574652,1.869741,-0.82937,-1.330609,-2.786638,-0.463242,1.618431,-1.004464,2
-2.349481,-0.532284,6.5365,-2.877822,-0.107491,-2.595686,-0.299999,1.197945,-1.430925,3.618618,1.982295,-3.304659,-3.458199,-0.990773,-2.496128,-3.59982,0.119845,0.83056,1.901602,-4.406363,-0.795954,-0.368905,1
1.275804,1.044664,-1.798226,3.508489,-0.687273,-2.256941,2.332183,-2.515345,-1.466603,1.99592,3.400689,1.629995,-0.819229,-1.071564,-2.148145,0.964814,-2.445419,-1.676683,2.441272,7.405007,-1.467708,-0.001098,2
1.704332,-2.362503,3.170845,-4.041269,-2.768978,5.498293,-1.971098,0.524202,-1.996383,-2.641263,-0.337671,3.486239,-3.442931,-1.834972,-0.972671,3.366448,2.578283,0.621679,0.864061,1.528423,1.955753,-0.019756,2
2.303343,-3.299536,1.889896,-2.582036,-4.489761,2.726284,-3.390094,0.155696,4.327816,-1.77165,3.974561,-2.493214,3.133991,2.474388,-3.994833,1.820218,1.292905,-3.07135,4.625289,-5.650048,-5.320036,3.581567,0
2.788228,2.398658,2.79375,-2.557371,-2.435823,3.643051,-1.309716,3.300919,1.099554,1.487729,-4.054027,1.657981,-1.666857,1.894967,-0.589192,0.173169,0.516999,2.652046,1.400159,-4.450598,-5.052818,-3.000602,0
-0.345506,-0.032195,-0.786227,1.183874,4.602083,1.591538,-3.334752,3.454827,2.469902,7.20528,0.72221,1.333411,-6.397928,-6.247924,0.277848,2.199021,-6.174683,0.145622,2.762291,-4.721997,-1.305127,-0.590975,1
-2.693458,3.199871,2.020662,1.689703,0.088074,-0.001644,-2.418219,-0.088951,-1.53899,-0.778057,1.430055,-0.35401,2.332419,-6.149661,2.016349,-2.222657,3.958207,-1.184841,0.553989,-3.891663,-1.609096,-1.577376,1
-3.228731,-0.372583,-0.22513,5.32186,0.779817,4.068527,1.527124,3.371384,-1.657832,-1.796188,-1.374908,-2.104595,5.230463,-0.146861,-1.795662,-4.315876,-0.601811,2.411509,-1.768552,-0.654727,0.707846,1.462093,2
-0.859544,-2.845581,-1.756173,-2.61384,0.063629,-4.590858,4.789572,-4.43842,0.406087,1.133097,-0.523563,-6.738142,0.11637,-4.128172,-0.712106,-0.332449,4.886574,-0.83873,-0.791959,-2.086592,-4.136426,-0.611268,1
-2.438723,0.830787,-0.163138,-0.083155,-0.050363,4.907086,-0.894706,2.767507,2.201166,1.451592,0.610936,-3.375586,1.354057,-1.086878,-0.845286,-7.762765,0.153648,-5.396488,-2.66195,2.972484,5.488318,2.746177,2
-1.617681,2.063675,-8.431325,0.083358,-0.104773,-3.092141,-3.750298,-3.474725,3.606698,-4.493065,-0.670164,-1.939522,-0.152887,-2.457384,4.340882,3.750209,3.483665,-3.999906,-1.294751,1.07845,-2.355424,5.157235,2
-2.651715,3.68175,-2.836452,1.429388,-3.573147,-4.652253,-1.823784,4.078353,0.053445,1.884521,-0.433745,1.055867,-2.399801,-3.732681,-1.279758,3.055789,1.567431,-2.477582,6.87197,2.979002,-1.213803,1.044185,0
-1.660349,3.686465,2.775165,-6.034677,-1.825197,-0.629531,0.645549,-1.327454,1.955294,0.630953,-0.872118,0.427674,-1.668137,1.674465,-1.974244,-2.125202,-1.282488,3.521265,-1.378921,1.834718,-4.167851,0.441062,1
-4.440938,1.086287,-1.044655,1.208124,-2.586993,-2.747734,1.584798,5.110033,-2.564875,1.484996,-2.585716,6.844071,-1.966971,-3.869053,-2.320661,3.010124,2.392776,1.47696,3.177952,-3.43649,-3.299173,-4.424513,0
2.412667,2.212915,5.000135,-2.35577,3.634869,3.679127,-0.025139,-3.01341,6.001548,-2.647049,-0.885553,2.659681,0.096297,0.534815,-0.980999,-4.576571,-0.891701,1.27626,-6.654841,-5.392077,1.281287,2.464382,2
-0.976882,0.432246,0.319614,-0.617518,-1.417077,1.530993,0.127549,0.329543,4.120933,-4.865338,0.225338,-1.037195,2.735829,-2.477405,0.556631,-3.250419,1.385999,2.142588,-6.234286,-1.703575,-0.117175,1.861964,2
-1.885996,-4.067623,2.892545,-0.327865,-1.789542,1.752204,0.272997,2.346727,1.763645,3.320838,-2.030101,0.293587,-1.90677,-4.745828,-3.276136,0.372386,-0.171428,1.513872,1.910912,-1.902367,3.157529,-1.167097,2
-1.292115,-1.253943,2.144037,-4.02784,-1.154836,-2.919461,1.620824,0.566794,-0.172101,1.699823,2.288914,1.136069,-0.330006,2.953104,0.676962,1.757273,-1.663196,0.705437,0.338043,0.245361,0.472448,2.772924,1
-3.974137,-0.724742,-0.601919,4.743838,0.371356,3.146438,0.682031,2.847785,-1.199794,0.282394,1.158383,-5.78698,0.169689,0.192907,3.626757,0.119705,-0.262157,-0.51639,0.983926,1.77008,3.129202,-0.578296,2
-0.792238,0.280953,1.813923,-4.18615,1.079957,-3.24267,5.173733,-0.481485,-0.919084,-2.321708,-2.82782,-4.782824,4.369305,0.072445,4.800532,3.142356,4.009151,5.60231,0.229263,2.196774,-5.431473,-1.061731,1
-1.922038,-3.410591,3.654789,3.951321,0.074976,2.558216,4.613261,-1.267031,1.857337,3.900241,2.939615,-1.184445,0.530835,-0.083988,-0.805399,-2.21582,-5.488589,-2.758281,-1.039642,2.063152,2.825108,2.377714,2
-0.38045,2.074334,3.970453,-4.257949,3.898162,3.192478,-0.633279,-4.125775,2.820649,1.005421,0.474581,2.27566,-4.416646,-5.430708,1.574086,-0.768736,1.660372,-2.757936,-2.004318,-2.585283,3.842123,-5.028634,2
8.769432,-0.529363,2.403794,1.714863,-2.93992,2.251895,4.602362,-0.840603,3.252299,-3.245877,-2.684498,0.808681,-1.73121,3.018484,-1.635011,0.967401,0.547403,-5.448582,-1.590526,-4.356836,-0.474997,6.022975,0
2.310914,3.342423,1.053292,0.111847,2.701479,-2.792484,-3.256564,-0.13939,1.524459,1.549344,-3.690136,2.586321,0.954145,-0.787746,-0.943976,-1.451198,-0.272167,-1.658738,-2.644554,2.328573,-3.445291,0.451933,0
-0.943563,1.862957,-0.501826,-1.736557,-6.00212,-1.399751,1.034698,1.847725,-3.667852,-1.051231,-3.0467,-5.609982,-3.886267,-2.172924,5.689248,-2.06307,-0.87495,-1.816118,-0.678778,-3.864098,3.60134,1.666524,1
-4.504204,1.628413,-1.088976,0.423774,2.799696,-4.195545,-4.907186,-0.651672,-1.073514,-1.308338,2.784836,1.937396,0.941142,-0.565841,-3.39053,-4.462096,2.596717,-0.00103,-0.048822,-6.368472,-2.099868,2.860946,1
3.010297,-4.599785,0.97151,0.166684,-1.850537,4.981801,2.516344,-1.525531,0.4565,4.755859,2.688362,2.464949,4.391405,-2.501611,-0.555088,1.173567,-5.8943,5.519019,7.02116,-6.927921,-1.216007,4.722619,0
-3.227629,1.692526,-3.024775,2.066292,-5.923912,-5.959338,-2.193982,-1.438878,4.652972,2.676127,3.39159,-2.177028,-1.830775,-2.255378,5.966533,3.247363,-2.247477,-8.030765,0.361476,2.771129,-5.700884,2.19409,2
-3.882278,1.166084,-1.508521,-2.493559,-0.814208,-4.422949,-2.255775,1.911048,1.77606,1.975903,-2.115116,1.174805,1.280799,-2.803373,-0.06218,-3.268092,-1.646971,-0.297094,1.481786,0.76835,-0.680637,0.953501,0
4.034461,1.240484,2.726438,-1.696119,-2.527305,-0.13387,1.501014,-2.754589,-1.295662,-4.494584,1.441191,-2.113719,3.444469,-3.568735,1.172159,-1.566804,0.459239,3.782939,-2.48356,0.961928,-2.560155,-0.772058,1
0.659866,-0.414573,-5.376751,0.182584,-2.690444,-6.359251,0.932469,-0.587584,-1.903457,-1.766145,3.667627,0.930017,2.402663,-3.201586,-0.978186,-1.443932,2.339444,1.065694,-0.025815,-0.371847,-2.381991,1.085006,1
1.681945,1.07733,2.142936,-1.443355,-0.882711,-2.483947,3.138915,-6.533214,6.094952,0.744124,3.114039,1.19564,-3.631844,0.238207,-0.335071,0.009782,-1.28932,-2.980147,-6.295878,0.663402,-1.963382,2.691868,2
-0.864716,-1.628907,6.93964,3.771725,-4.373431,2.427476,0.377098,-0.809798,-2.361232,0.763661,-1.316565,-0.176921,-0.112044,0.784462,1.512491,3.714045,-1.432249,2.765667,-0.102234,1.374257,1.129925,-0.714905,2
-2.807263,-0.86564,1.887869,3.4202,-1.575822,2.760409,0.585691,1.363131,5.579772,-1.594845,2.208244,-3.885938,-1.380483,-2.144666,-2.243168,-3.811055,0.512614,-0.52161,-1.243252,4.813137,3.263367,5.734244,2
-0.342782,3.368193,2.94234,1.367389,-2.800834,-1.140832,-5.003617,1.770082,1.322032,5.831283,-0.697689,0.505136,-2.470095,-2.369628,5.397149,0.722098,-0.555887,4.395667,-3.112757,2.024775,-0.167799,-2.71038,0
1.428438,3.160159,-1.409742,-2.844034,-4.877521,1.311265,-2.308943,-0.953543,2.409615,-4.795363,3.639359,0.659507,-2.328325,-2.303515,0.846227,1.300157,4.109634,-2.104087,-1.246306,2.145428,-2.622418,2.137548,2
3.58298,4.793561,0.883173,5.018864,-3.361552,0.079216,-1.617864,2.125118,1.330051,3.716554,-0.050711,1.328708,-2.955371,-1.914398,3.059742,-3.359204,0.7679,-0.759533,4.484738,1.617961,1.48105,6.141049,0
-2.033594,-1.667672,2.277761,1.962359,-1.047594,1.964682,3.354764,-1.131764,0.677008,4.628353,-1.454317,-2.299889,-3.181435,-4.240219,-1.811248,-0.404035,0.347093,-1.381162,0.351158,1.652127,1.042291,-1.112788,2
-0.941398,-0.535826,-0.801436,0.955187,-1.244764,-1.188664,-2.304294,0.817913,2.135147,3.729264,-0.149259,1.082301,-3.851785,-1.784655,1.292201,0.891281,-0.821703,-0.186589,0.699455,-3.348167,-0.905486,-2.566774,0
1.322943,-1.969649,-2.154979,0.213212,1.845395,-0.09764,0.712114,1.230593,3.755593,3.917524,-0.341312,2.335808,-0.258764,-5.565268,-0.1024,2.510498,-3.739786,0.609511,0.940351,-1.397246,1.109805,3.158423,0
0.808706,-0.959709,3.015388,-2.224946,-6.702458,-0.974457,0.209852,6.957051,-1.007492,4.603878,-0.364673,7.026782,-3.999359,-1.652576,0.00599,4.411687,-2.367217,1.85977,1.082201,-2.60789,-7.085823,-1.093428,0
0.78893,1.046116,2.666876,-0.824475,-2.202984,-0.46776,-2.136772,4.818017,-1.031393,1.524581,-1.299841,-1.691669,-4.786917,4.583868,-0.575202,1.362184,-4.866214,0.73627,1.317631,-4.093189,-4.217018,-2.27665,0
-5.535299,0.173313,-4.05262,3.347368,1.781506,-3.937193,-2.82242,2.863398,0.408493,-1.748049,1.059412,-1.656794,1.651624,-5.398121,-3.955525,0.767919,0.176012,-5.163805,4.503984,-0.606362,-1.22428,2.608277,0
-2.113818,2.24144,-1.63342,3.224568,-0.977497,3.712097,0.971052,0.035905,-1.211248,1.274385,0.875841,-1.039097,-0.256998,0.416465,1.221167,-2.084794,0.889661,-3.991111,0.399844,4.719403,2.499015,2.199406,2
2.099768,3.082325,-1.662681,-4.046391,-2.836968,2.159906,4.702013,-2.345322,-2.415758,-1.481127,-6.679022,-3.710915,-6.07703,-0.505975,2.56569,-2.986548,-2.265969,-1.747471,-0.033413,-1.393576,1.397633,1.325022,1
2.015511,-0.233896,1.872605,-2.524946,-3.613453,1.832618,1.435592,-2.8218,0.577042,-2.600509,-1.051401,-1.706868,2.911275,-3.802708,3.699738,-3.370263,2.555901,5.074705,0.262997,-1.739071,-3.366383,-0.892322,1
0.530047,-4.058917,0.621914,2.201396,2.21608,-1.871521,-1.5686,-0.62247,4.515201,-5.254073,-1.406447,0.358309,5.01432,-1.940806,-5.053977,1.675669,-1.17252,-2.130986,1.20139,0.299289,-1.581628,1.415985,0
2.438196,-1.259989,-0.5638,1.693784,-1.154704,0.099494,-1.869587,-1.584419,-0.442194,-2.829621,-2.077471,0.496123,-0.283975,-0.5695,-2.070299,2.325068,-1.582391,-1.636829,-1.579248,1.200245,-0.711624,0.899012,0
0.296805,1.930121,-0.395843,3.815801,5.750678,-0.707901,-2.373573,-1.518597,1.272796,0.252385,-2.285445,-1.435446,-0.495138,-0.363271,0.339323,-6.749632,-2.880449,1.118678,-2.084231,2.012394,-0.471013,-0.654378,0
-2.567808,-1.527593,2.23539,0.142078,1.477082,-7.074151,1.347231,-3.637113,-1.129492,1.035744,6.269927,-4.963667,0.467666,0.5588,-6.850362,-4.545284,1.160271,-2.490839,-1.454857,-3.642796,-1.040916,3.29713,1
-6.466653,-0.534649,-0.449519,0.238986,-2.164376,-6.494452,-2.602952,2.722358,3.949475,1.7975,0.511047,2.666448,-0.428016,-2.454886,0.48366,-3.7529,-2.775528,2.691085,5.726771,1.976719,-2.073463,0.762573,0
-1.050213,-0.027405,-1.567475,0.754581,-0.436876,0.99338,1.646926,-1.02259,-1.065438,0.921572,0.384618,-6.732169,1.546759,1.075913,1.564235,1.985764,2.01607,0.066317,-3.550159,-3.082585,1.195224,-0.254068,2
-2.251457,3.164987,1.605723,2.941236,-2.508412,-0.481751,0.9247,2.272938,-3.323324,3.39116,-0.053114,-2.03815,0.414643,-3.830222,3.228813,-2.182209,1.764019,0.829381,3.894123,-3.662649,-0.437273,1.473017,1
-1.878117,-1.800643,-0.090178,6.13122,-1.006782,1.551441,3.900308,-1.011926,-2.176401,3.178622,-1.625343,-0.986599,1.45711,-1.796548,-1.388762,-2.1001,-0.647081,1.961953,0.610933,3.129309,0.424071,2.746003,2
0.425568,0.928692,1.388514,5.034394,-0.809194,-0.594594,0.017897,0.355096,1.988841,4.936382,1.715644,4.696567,-3.454824,-1.533783,-0.972318,-4.514333,-4.8623,0.126208,2.537598,-0.704959,1.818174,1.349735,0
0.531154,2.111519,-0.220213,-6.57755,-8.5404,-6.829035,0.642221,-0.679661,1.508053,-0.997262,-3.476259,-2.860061,-0.196447,-2.64781,2.351143,0.755476,-1.804591,0.95115,-1.379629,2.132025,-2.645315,-0.060416,1
-0.575795,-2.238321,5.999113,0.832067,-1.543064,4.910417,1.32356,0.66462,0.183125,-0.252246,1.379399,-1.7963,-1.669259,-0.565572,-2.521562,0.535988,0.728069,3.248347,-1.271457,1.772854,4.573758,2.109222,2
3.308934,1.680936,9.333214,-1.776264,-3.840682,1.429951,-2.530304,-6.220646,6.727661,-4.064258,0.819571,-2.92325,-8.431219,-1.230833,-0.128319,6.812309,0.674349,-1.425221,-2.486041,2.917479,-1.425021,7.019783,2
-1.673012,1.622761,4.034836,2.513293,1.029131,2.587077,1.360308,-1.825683,-1.762878,1.832746,2.177196,-6.256466,0.824845,1.255899,0.637559,0.618266,0.808037,-0.696731,-3.082609,0.924393,7.732444,0.939536,2
2.077198,0.161779,4.039157,-1.369322,2.823705,4.140372,-1.05838,-2.210353,-1.30759,-3.182035,-3.097883,-2.209,1.497741,1.134815,-1.246967,2.483206,0.488279,0.8991,-4.29539,-1.075415,2.13988,-2.291618,2
-0.610777,4.07282,7.318064,0.321479,-1.679528,0.201431,-0.955606,-3.521549,4.898352,-7.351286,2.784826,-1.925164,-2.0743,-1.468266,1.742546,0.158215,1.681553,-0.992959,-8.136572,1.695242,0.375724,2.008857,2
-2.42591,2.28672,0.01694,2.870528,1.940601,-2.344808,-0.407619,0.349993,3.792579,-0.257522,-2.269994,-0.050138,-1.383856,-1.293347,-2.869097,-0.630152,1.500254,-0.764243,0.580511,-0.154458,0.116062,-4.096675,0
-6.777358,-0.70536,0.528146,0.470224,-2.792907,0.516138,1.390469,-1.118333,-3.731585,-1.985291,-1.683635,-4.233972,2.735194,-0.553174,1.726543,-0.034552,2.492086,3.451657,0.442083,-0.809624,1.392395,0.954791,1
-5.162827,1.770251,0.988574,1.280883,-2.663151,0.967637,-1.37196,-1.853943,1.461244,-2.442314,1.00665,-4.485338,1.563292,-0.930534,5.197375,-3.467522,4.939496,1.48022,-4.877361,-2.797538,0.018401,2.111766,1
0.209049,-0.289704,-1.056742,-1.901051,-2.900492,-0.020221,-1.185239,-0.77942,3.817937,-1.418688,2.372024,6.960402,-2.966858,-6.015756,1.404805,-1.378052,0.474007,-1.63732,1.993143,2.608987,-1.928422,-3.284507,2
-2.839592,-4.704471,6.10367,2.237913,-5.782394,-0.807505,-1.944761,-0.495662,3.856509,0.481759,3.629102,-0.105476,-3.033633,-0.186419,1.065862,5.18597,-2.805301,-2.85996,0.994113,0.77578,0.564112,2.436198,2
-2.279805,2.82357,-1.341185,-5.655923,-4.258811,-1.000111,1.596832,-6.680817,3.916058,-3.35322,-2.316355,-4.642874,0.976112,2.394784,-0.737175,-4.775561,4.140561,4.969495,-1.989368,-1.906451,-5.344862,2.058572,1
1.372191,-1.878451,0.043323,-0.37802,5.127049,0.352386,3.871119,-3.196942,-2.030937,-0.10338,3.04459,-2.637589,-0.722803,-0.389549,0.740738,-3.232957,3.911787,0.592244,-0.293597,-4.248356,-1.155816,1.430486,1
-1.73047,-1.060747,-0.820396,1.662299,-4.356169,-1.042481,-2.785655,-0.307942,1.565811,3.10544,1.036577,-0.816027,0.247956,-1.814178,2.135168,0.820027,0.145175,-2.103526,2.146528,1.314674,1.275331,3.595718,2
0.72975,0.845339,2.271454,1.852091,2.774718,2.582215,6.439025,-3.446453,-7.55078,-5.548898,-3.595017,-5.064462,4.282105,-4.146135,-0.062088,2.063935,-0.408877,-1.843152,1.551802,4.4909,0.192622,1.427074,1
3.008309,-1.867658,1.129019,-0.016379,0.186903,-1.760647,3.284061,-0.796021,-3.081425,1.14648,1.451298,0.004831,0.667178,-1.435556,0.915018,-0.935755,0.139756,3.421776,-0.652349,-0.420587,-0.762431,0.283501,1
-1.839956,-2.168595,0.585859,-5.066932,1.327021,-2.498639,3.642076,-4.572055,-0.663751,-2.124457,-0.558172,-1.500471,2.359281,2.815538,0.787063,1.875513,-0.401751,0.794747,-1.474524,3.173278,-0.441486,3.572571,1
