@relation art-17-weka.filters.unsupervised.attribute.NumericToNominal-R21

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-0.312933,2.1656,-1.83328,-0.675869,-3.513505,-0.780108,0.526981,2.142612,-7.163031,0.254951,-2.279164,2.838369,-0.86172,-2.743256,0.222566,-0.794861,3.001877,0.119391,-0.511647,-1.585451,2
0.851605,2.547853,1.144697,0.97592,1.077083,-1.153372,-2.27651,1.718726,-4.466967,-0.842019,0.349082,-4.471135,-2.282965,-0.125019,-7.025593,5.418219,-0.286291,-0.977783,-1.143317,1.279295,6
2.705286,-4.348725,-1.633573,0.476243,1.959244,1.437771,-0.398635,-0.668885,1.207427,-2.817042,-2.276511,0.697928,-3.771554,-1.844113,1.866189,3.058903,-0.260956,-0.998003,1.577445,0.787407,3
0.764737,0.629422,3.689191,-3.160887,-4.678687,0.408479,0.800643,2.855742,1.651918,-0.149086,3.110342,0.206696,-0.729383,1.681449,-0.103762,-3.157801,-1.533034,-1.050605,3.593289,-1.448107,9
7.595583,0.5753,3.350847,0.339713,-0.837901,1.484086,-2.957167,0.233654,4.369538,4.6126,-3.439813,-0.234384,-3.848299,-2.037864,-2.796728,-0.687104,-3.307768,1.293564,5.677226,1.358292,8
3.273498,4.738918,-2.103182,2.001333,9.11567,0.530582,0.126902,-1.901462,-0.68614,3.245893,-7.55931,-0.14772,-0.152911,-4.666976,3.337912,-4.069861,0.728258,2.235241,-3.622476,9.09345,3
0.213859,-7.807264,3.12424,-3.177661,2.008794,-0.46437,-1.031599,-0.217691,1.648137,-2.318199,0.228647,4.069985,-0.305937,-1.16097,-1.4094,-1.357145,0.711588,0.817809,0.069064,1.687621,7
-0.778805,1.587475,-5.023754,-5.561014,3.266294,-1.817133,0.925203,0.293275,4.762231,-2.044252,-7.084181,-0.841441,0.215425,0.322038,5.151483,-3.521944,-0.546899,-2.333984,1.913744,-3.548251,0
-0.764319,2.927935,0.406961,-2.728365,-3.79014,-2.334735,3.311288,-1.20572,0.352009,-5.286604,2.463998,0.970472,-0.155228,1.358697,2.787851,2.714949,-5.069667,-5.844847,-3.807083,-1.504985,4
3.118812,1.301891,-1.059425,-7.054354,2.758567,1.529442,-3.768267,-2.745725,-1.76821,-0.752544,2.78345,-2.43031,-0.347743,3.097655,3.1052,4.908137,-0.819728,0.695047,2.051464,2.786728,8
1.03261,-0.390954,-1.344451,-0.810509,3.046523,0.507732,0.557903,-0.833255,0.510294,0.940686,0.93583,0.187733,-4.372403,0.350785,-0.599666,-0.091273,-1.082222,2.09211,-3.31229,2.90117,2
0.358288,-0.915473,-1.303853,-5.715818,-6.308746,1.397149,-0.32817,2.16097,-2.454252,-0.5224,4.888012,-2.426517,0.547681,5.883123,4.949881,1.730153,-2.700614,-5.150878,3.724722,-0.091565,9
-5.6233,-0.824872,-0.590584,-5.224155,2.113235,0.246207,-0.7931,2.819283,-0.916782,-2.711123,-2.068111,2.825579,0.805522,1.724168,-2.672952,3.680617,-3.107451,6.095329,-2.402299,7.625917,2
3.269312,2.201256,1.890808,7.314541,1.757798,-5.336268,0.251931,6.581981,0.599173,-0.428364,0.405652,3.077701,-1.795272,3.308425,1.993843,-0.828407,-3.902399,-1.713409,0.163851,0.960072,5
5.749956,-7.401689,1.848788,2.980545,0.562431,-0.841993,-3.071488,0.85182,3.287353,-7.737519,5.170709,-1.075006,-0.028659,0.426666,3.096853,-1.704415,-0.222557,-3.783442,-0.857097,-0.069735,3
2.331093,2.423181,-1.126591,-1.795646,7.475595,2.017807,-0.481244,0.270729,-1.810933,0.774298,-4.463971,0.028795,-0.49745,-2.601973,1.948883,-3.665204,-2.743795,2.205522,-1.397509,4.352167,3
0.533512,-6.499273,3.366788,-6.625747,3.287286,1.591936,-6.925835,-3.498803,-3.784798,-3.338595,2.239275,2.314133,-0.502229,5.622637,7.107358,-1.927126,-4.407022,4.471411,0.274501,7.698017,8
-1.8954,1.367837,1.953684,-4.034213,1.520864,0.568293,0.026435,1.863036,4.916579,-0.705995,2.76002,0.650154,2.934277,-3.611681,-1.761464,-1.274041,0.822556,2.345689,-1.828501,3.742236,1
2.260328,0.294246,-1.498943,4.715846,-2.674114,3.681751,-5.106832,-0.209901,0.244401,-0.484591,-2.314127,0.571391,1.257309,-0.763943,-4.616051,0.83879,0.092148,-0.842172,0.214611,-1.703867,6
-0.10576,0.607944,6.217057,-4.925986,-0.702886,-0.485175,3.147263,1.345072,-2.930886,4.95104,-1.37852,1.412915,2.87891,-2.819442,0.167382,-2.13642,1.181229,3.486034,3.418329,-5.254648,4
-0.636914,-3.452056,1.331864,-3.651387,3.202906,1.345708,3.72833,-0.720117,2.380695,3.357882,-0.004809,2.313427,2.5566,-2.333575,2.194997,-0.521288,-0.313071,1.605512,0.669793,1.239682,3
1.197251,1.992271,0.962056,0.57328,0.105954,0.97418,0.96937,-4.443125,-3.972965,-0.387875,2.121108,0.069573,0.860135,0.975367,-1.73947,-0.705096,-1.777841,-0.941562,-2.968959,4.331801,1
0.069355,0.346704,2.539258,-3.340217,-3.060962,-1.102721,2.252502,-1.859876,0.198656,-2.301486,5.610609,0.618053,-5.653578,0.563764,1.979111,0.370931,-1.136778,0.13735,4.035542,-1.114666,5
2.452122,2.635104,-1.220099,-4.780463,-2.09665,-2.046669,-3.562246,-1.588654,2.018426,3.0958,-4.128082,1.916896,-3.044544,-1.783835,-3.304669,1.124787,-1.562521,4.232544,-2.76547,2.098361,8
1.014801,-2.435901,1.319802,-1.883116,-4.420108,-0.44514,0.164303,2.119232,-1.101378,4.927782,4.244212,-2.830064,-2.850059,-2.616745,1.85609,4.468533,-6.944681,-4.960155,1.934072,0.32078,9
2.263649,-2.183162,6.399495,1.411081,-0.812414,2.40661,-1.980259,-1.830778,4.389389,-2.662423,0.992099,1.204666,-0.521437,-0.792523,-4.546696,3.350448,0.152809,-0.517162,1.350787,0.052633,6
-1.503864,1.683481,4.942185,-2.603464,3.556821,3.183428,-6.45444,-2.049778,1.798265,-0.897826,1.583204,1.77064,1.212654,-2.30692,-0.059863,5.925697,2.914686,-0.545643,-2.894777,4.966457,2
4.179875,0.141048,-2.192946,2.831061,4.863866,1.32453,3.929169,-1.06332,-1.691635,0.379459,-4.170455,-2.562526,-3.574464,0.33093,0.649648,-0.457858,-4.909327,0.421266,-0.605183,1.371845,3
-3.522843,5.932605,-0.529282,2.119832,-1.869911,-5.803578,-3.972884,-1.178629,-1.399521,-0.696786,-3.293098,-1.208417,-0.056453,-2.257863,1.497766,0.488559,3.813367,1.371227,-0.52601,3.454155,6
1.157246,3.876593,2.098316,0.816525,-2.53085,6.416759,-0.753541,-0.64948,-5.762802,-3.863656,4.501599,1.331833,-0.952799,-0.827203,0.937565,1.774987,-5.774778,-2.306319,1.908689,1.17066,1
0.543142,0.700964,0.765666,-2.493378,-3.302283,1.758618,-4.042503,0.487986,4.448705,-0.382563,-2.632489,-3.666879,-2.439709,-1.388987,-1.17017,0.458508,-3.287105,2.635547,0.533414,-2.610894,3
-0.68736,-2.644518,2.550389,-3.237911,-2.298334,0.72192,2.332652,-1.477192,-6.028699,-0.435216,-1.520598,-1.634891,-2.518281,1.779489,1.559883,1.690198,-3.247251,-1.43334,-0.457824,4.580578,6
-0.655612,2.134004,-1.0039,0.14127,1.369873,-1.000916,2.955156,0.28787,0.449163,-3.478994,-2.617037,-0.597689,-1.93979,2.405766,-1.646426,2.089444,-1.494735,1.430886,0.055237,-0.635274,8
-3.886963,5.574589,2.597143,2.236347,-1.059152,-2.81987,-5.10605,0.27635,-1.589875,-3.103744,-0.606366,-0.633829,-0.506426,-1.920837,-1.95748,0.887381,5.093656,0.240231,-0.235003,3.896069,6
-0.689368,-0.884243,3.658311,2.598408,-0.680418,-1.014563,0.765453,3.38769,-2.153432,1.843755,-5.247798,1.442588,0.422343,2.003939,6.000319,-1.776686,0.215429,3.183371,5.181937,-0.745381,4
-0.200371,5.33165,0.505314,2.319116,1.638057,4.117196,2.902213,4.349775,2.398452,-1.705578,0.116554,-0.489502,0.938397,1.973496,2.979562,-3.111207,1.906005,2.134544,4.790768,-0.425399,0
2.696852,4.101783,-4.143848,1.574232,-2.75934,1.349949,-1.545959,-1.917051,-0.859887,-4.801139,0.092861,3.107869,2.964942,1.460299,-0.626591,1.054006,10.586084,0.720743,-3.872338,-2.271918,2
-0.05016,3.957273,-4.522183,-0.346272,1.960839,-3.214256,-1.489475,-4.596314,5.027415,-0.764411,-1.457476,1.71267,3.492538,-0.205896,-2.311811,0.760563,-6.346808,0.587303,-2.041133,-1.222222,5
5.192708,-4.418829,-6.088448,1.299657,-1.937714,6.036108,-2.891535,0.982957,-0.341586,-1.219693,-1.533727,1.693906,-0.387112,-0.556165,-2.509168,1.841843,5.959747,5.440121,-1.614367,-4.464587,2
-1.819042,-1.385656,0.376909,-0.916741,-0.806016,0.748074,-0.805206,0.95451,1.52896,-5.987537,-3.39212,3.378048,2.495605,-5.954842,-1.353058,-1.233067,-0.286636,-2.787818,-3.950725,0.769197,5
3.956917,0.484798,0.262114,1.954965,-0.167323,-3.887653,-4.799168,-0.24575,4.697269,-0.144317,-3.240737,0.723505,1.977945,-4.466983,-0.557906,-1.801276,-0.540288,-1.301147,1.017107,-0.560541,5
-0.231098,-1.046199,-3.746671,1.974653,-1.124931,0.53309,-2.911969,4.642241,1.952495,1.438919,0.238054,-0.377131,-0.904139,-1.545868,-3.082925,1.785218,-5.322644,-1.837404,-0.934323,-1.727857,5
-0.232629,-0.226276,-0.099383,0.440572,2.586738,-5.834234,-1.955657,-1.403173,-1.593262,-1.04303,1.891735,0.15678,-0.605147,-1.192523,-0.978943,-2.181063,-0.458487,-3.208704,-0.691524,-0.706423,0
-1.184465,-0.347403,-3.670316,-1.161504,-1.925593,1.107264,-1.245857,-0.869545,1.391244,-3.728696,1.924534,-2.035216,-2.91759,3.306402,-3.239194,3.081055,2.040175,1.761098,-5.480491,0.028286,9
0.911542,0.637564,-0.26295,1.024606,-1.588158,0.036167,3.09048,-3.095427,-2.795808,-2.377824,-5.54002,-1.938292,4.836637,0.751095,-0.180448,-0.3669,0.914806,1.986927,-4.59503,2.395563,6
-1.228361,-1.582904,6.427374,-1.260576,2.764058,-1.075234,0.105008,0.550015,-1.594947,0.251391,1.700695,2.056027,-3.138387,-0.42991,-2.094172,-0.055173,5.789874,3.613224,0.125076,2.456452,6
3.048275,0.278139,-0.677876,6.616545,3.719524,0.034792,1.051008,2.019882,-1.48709,-0.064296,-4.02817,0.585801,4.567373,-2.134577,-3.758813,3.575617,1.900917,3.304759,-0.522964,-0.384655,6
-0.47438,0.949252,-2.186915,0.629086,1.037037,-2.83534,-8.980219,-3.581162,-1.040211,-2.881735,-6.502669,0.39063,0.753088,1.092915,3.269986,4.094633,0.762515,-0.386649,2.658747,-1.157696,0
-0.341318,1.199179,-3.968643,8.352118,-4.134363,-5.175558,-2.762004,-5.208994,-1.037424,0.77687,-0.707507,-2.681676,1.24097,-2.495708,5.08267,-3.092872,-2.362269,2.586843,-2.401151,3.032553,3
2.871338,-3.26226,-0.74523,4.23466,-1.399213,0.337089,0.303273,-1.108574,-2.135364,-0.869262,-2.260993,-2.542058,4.318936,0.009529,-1.453413,0.006278,-3.851176,0.495758,-0.990628,1.274772,6
-5.427091,3.418133,1.918161,-2.010812,-5.786653,6.303509,0.800523,-1.140866,0.845439,-0.155378,-1.922915,-0.640497,5.116311,-0.067866,4.963764,0.328604,-0.487925,-4.726277,0.193555,-4.323353,4
0.798978,3.250811,-1.329952,3.741511,1.195528,0.88709,-1.21772,0.85203,-0.27053,0.19517,-3.663792,2.178322,3.654032,-3.882646,-2.457766,1.661264,2.581971,1.165903,0.431428,-0.700963,6
0.698821,1.829033,-3.61351,3.573813,-1.206025,1.719973,0.364115,-2.555492,-2.180463,3.110748,6.118874,0.632676,-1.575998,-2.710439,-0.83982,-9.05745,-1.691068,-2.078119,-6.048526,-3.069765,1
0.388027,-3.136436,3.751369,4.487541,-5.236452,2.495052,7.514227,1.404347,-0.179115,-3.766853,-4.336741,-0.94424,0.380455,1.761021,-0.044199,0.399507,-2.882894,-1.916973,1.398444,-2.287754,9
-0.650748,3.361361,1.727233,-0.579968,-1.789806,-0.344757,1.486178,-0.490507,1.930235,-0.851294,-0.117126,-0.316882,-0.209218,2.524305,1.280192,-1.750765,-1.945318,-2.561008,0.698599,-0.19805,4
3.54873,7.759063,-2.227582,1.702565,-1.218931,3.65923,2.411839,-0.38515,2.495591,-0.156064,-3.394632,-1.944361,-2.340732,-3.13396,-4.981249,1.726764,0.585436,3.808944,4.801671,-1.241097,8
-1.883794,-4.302279,3.284842,1.678506,0.525467,-5.057549,0.257432,2.035627,2.556021,-0.980115,-3.302941,3.805435,-0.363883,0.402556,-1.57763,2.754666,-3.806287,3.43112,3.297639,1.600273,8
-0.641921,5.397198,-2.503001,-3.337523,0.722589,3.132352,3.44234,-2.310122,-0.492874,-3.604547,-3.340501,-0.466821,-1.777708,0.938154,-3.213992,5.112527,-1.824934,5.767395,0.97381,0.770185,8
-4.31391,4.433839,6.762968,-0.365568,5.05582,-5.55137,-3.458251,-0.100814,-2.851435,-1.442128,-2.866658,5.953809,-0.246536,-4.341483,0.986311,5.207237,7.365477,4.313819,-2.200425,2.798528,6
1.344129,4.70898,2.23608,0.176035,2.333527,-2.590266,0.647502,-0.559932,-0.872164,4.000888,-4.447246,-4.882929,3.444353,1.199695,-3.212597,-0.0292,-0.133043,-0.718322,0.415468,4.899386,1
0.359422,1.549769,1.451409,-2.434657,-2.2144,-1.413984,6.410356,3.478889,-3.605161,-2.105825,0.467022,-0.084507,4.54108,-0.714825,0.439844,-4.98491,0.980434,1.751313,-0.301815,-0.91587,4
-0.883378,1.853982,-3.146945,-3.126734,2.900304,-1.690941,0.069037,2.148644,0.498001,-2.885687,2.194277,3.251722,-0.656424,-0.578483,-0.774338,0.490898,-2.650005,4.23567,-0.952338,4.080064,2
6.94073,-4.040887,2.948385,0.390474,2.45772,-0.17334,-2.76683,-1.223363,-2.802917,0.057126,-1.286975,3.626407,0.991808,4.509849,3.746732,-2.614971,-1.522667,-1.26853,3.225909,3.951762,8
-1.900454,4.210652,0.990088,0.217606,-0.544696,-2.447566,0.973839,-0.713238,-7.672614,-0.03527,-0.341692,-0.993402,-0.073143,0.393004,-4.612036,6.674724,2.39509,1.287785,-3.064446,0.87551,6
0.053056,-3.662403,-0.386182,0.447741,3.70653,-3.56221,-3.724885,-1.225676,1.572878,-1.091052,-0.273812,1.07159,-0.920385,-1.018105,1.523526,0.300373,2.150288,-0.027925,1.996018,2.729561,3
-1.317174,5.144078,2.990986,3.547963,2.95208,-1.023986,2.226676,0.61476,1.037177,-1.068783,-1.358927,-1.939226,0.087485,-2.072855,2.140644,5.012606,-2.370301,1.272977,3.183939,-3.518378,5
-1.897661,3.266023,-0.011568,-0.507247,0.514353,0.926212,-0.468943,0.650974,1.022562,4.52083,0.004286,-3.437016,-2.521245,-1.970444,1.714685,4.195689,-0.93078,-0.790931,0.49062,-0.317977,9
1.260376,1.411714,-5.147934,0.731244,6.84189,2.030623,-6.221228,0.529309,3.171346,-2.72891,2.401742,-0.985685,-2.358959,-0.988278,-4.280024,-2.164064,-3.622272,1.481203,3.526258,4.011135,2
-1.493841,1.776814,-3.072712,1.559024,1.040534,-0.769233,-3.582928,0.496502,4.924568,0.149916,-0.603109,-1.884406,2.54706,-3.292573,-2.58329,1.57175,-1.658759,-0.641765,-1.765684,-3.181649,5
-2.157084,3.06235,-1.159467,2.385548,-1.209087,-0.603131,1.924332,2.838442,-1.332843,0.230863,-0.732317,-2.072751,0.735159,-0.792419,-1.17477,-0.686605,2.828939,1.518398,-1.255084,-1.658515,6
-4.165983,0.359408,5.248989,1.574605,0.019808,-0.772634,-0.590032,-0.492371,0.647566,1.480694,0.958634,0.821588,-2.568217,-0.810313,2.940789,2.132551,-2.171489,-4.181925,-3.038151,-7.782305,7
7.332322,0.020969,-2.824676,1.221158,7.254829,-2.28982,1.082344,0.287437,-2.359303,-0.059151,-1.539462,0.184182,-0.031854,-0.614559,0.277589,0.820222,-4.619175,-4.038388,0.469095,2.572936,3
1.949614,0.954767,0.390909,4.065489,-1.525386,-0.147608,-2.10622,-3.622413,0.281001,-0.887662,-2.313711,2.965673,-5.576508,1.522425,-1.234797,-2.836818,2.033126,2.490269,2.336762,-1.372499,3
0.794636,-2.64289,-2.882933,0.531693,-4.078912,-4.086076,-0.743645,1.880592,2.037005,2.786999,-1.691781,-0.60409,-2.113157,2.197327,1.067143,3.477736,-1.334837,-1.921577,2.224268,1.611124,8
-0.776596,6.212061,-0.368952,5.35644,0.601599,-5.513154,3.937387,-0.24819,1.903294,-5.944654,3.181857,0.887889,-4.275097,-1.044671,6.049416,1.823131,-2.164961,2.356703,4.391395,-4.869865,5
5.558888,8.302632,2.944569,-0.730904,-0.048302,4.331039,1.963866,-1.595006,3.308277,-2.820163,2.630516,0.587084,-4.736102,-2.218232,-0.271226,3.351809,-2.483814,-0.105502,1.462308,0.752719,5
-6.984968,5.182823,-0.654263,2.151087,6.365508,-1.199592,-1.210226,-0.328543,1.349985,-1.40469,4.612308,1.679554,0.110671,6.087237,-2.439462,4.515028,0.315191,-1.290537,-2.556542,-6.326952,5
-2.294489,-2.635057,-1.730807,-0.829754,-1.440185,4.211196,2.148396,2.495281,1.655301,1.366012,-4.282675,0.316709,2.667764,0.204374,1.13313,-0.550694,0.327271,-0.039512,2.888507,-1.307198,4
-3.078113,0.139989,7.666198,-3.292177,1.071866,-4.065138,3.539642,-3.735913,1.971832,0.036105,1.82366,1.94774,0.795883,-4.005083,1.939827,-0.664837,5.449112,5.561921,-3.975397,2.591316,6
-5.190799,0.73961,0.276453,1.454008,1.697137,-0.940354,4.596705,0.528529,0.475972,0.723726,-1.566007,1.472089,-0.578639,-0.727152,-2.458849,-2.403826,-2.857477,-2.939643,4.654887,-4.31708,1
-2.804175,4.556118,3.26751,0.970243,-2.587459,7.180275,4.046713,-3.445774,-2.311527,3.176212,-0.159613,0.637246,-5.350337,2.393166,-2.365558,-3.155116,4.954654,-3.568165,-0.723255,1.151629,1
2.088599,2.287751,3.338988,1.342719,0.917311,-2.997221,3.236879,2.243723,0.017706,-1.224917,-0.064402,-0.377702,0.090178,2.010501,-0.522138,-4.946277,-0.445599,0.793559,-2.335793,2.051545,4
5.919159,1.368957,1.164868,-2.17019,2.119198,-2.298041,-4.75623,-0.187346,4.250455,-0.361987,-1.525136,-0.371772,-0.910514,-1.279344,-0.359646,1.480818,1.020525,-1.348877,0.110899,-0.361236,8
-1.668183,4.021527,-1.157777,-1.23361,-0.150725,-0.563789,0.311967,0.74667,-1.613223,0.641358,-0.424695,-1.340021,-2.181358,-4.437627,-0.560529,-0.600738,1.906619,-1.237493,-0.761449,-0.081426,6
-2.89284,3.022141,-0.695725,0.414017,1.258763,2.966804,3.643707,2.666188,0.897895,-4.827747,2.363251,-2.61113,0.469445,3.316052,1.083301,-3.059905,-2.22554,0.213806,2.092343,-4.192705,9
3.094311,0.857401,-1.847851,-0.748821,1.292702,-1.72361,-2.990342,-2.779113,4.04534,1.234566,1.688748,-3.321304,-1.00113,-1.159697,1.656948,-0.211896,0.29375,-0.03088,4.320093,-1.067977,8
-2.369093,-1.705729,7.033595,6.095697,0.529389,-3.44306,-3.26484,-1.267122,2.398296,-3.508205,1.330496,-3.375117,-1.43116,-5.118522,-1.64814,-1.015207,-1.892268,0.657317,0.497723,7.281172,7
-0.911392,2.54899,-0.365076,-0.905312,-0.961325,-1.219901,1.197872,-1.663869,-3.91965,-1.406772,-3.878304,0.230067,-3.291845,1.155716,-0.41347,-3.49926,3.271308,-1.44617,-0.439521,0.724619,0
0.368597,-3.548578,0.830681,-4.777583,5.806098,-0.898661,-4.406293,-5.339272,-2.906488,-4.616524,2.240869,2.732352,1.904562,1.193188,3.249543,1.450108,-2.267689,0.889626,-1.130766,4.049115,8
7.589122,-0.155026,1.442125,3.375642,-3.620571,-3.24685,-4.113215,6.361984,8.544515,-2.858235,-1.984209,0.439986,2.915136,-1.094531,0.045291,-5.661401,-2.149863,-1.556615,2.636749,0.069493,5
-2.953594,3.897959,1.211082,-0.661575,0.312315,0.08091,-1.349129,2.2498,4.74668,1.473819,-2.126945,3.960133,2.350831,-5.33526,-0.744985,2.896033,5.073179,1.850449,-3.62024,-1.079896,6
-2.194745,2.133631,-1.042439,2.665592,-1.758967,-7.126103,-1.593471,-2.417383,-3.194623,-1.358431,0.118099,-3.137418,1.352805,0.884567,0.82644,0.950737,1.738834,3.605695,0.813142,4.049933,6
3.130713,5.655015,3.029214,0.448287,1.149908,0.133407,-2.90869,0.693737,-0.170007,-1.366567,-2.256307,-1.209156,0.360176,-1.769773,0.953493,-3.706765,3.943509,2.344562,2.742037,1.334249,0
-0.748399,-3.502082,-1.385145,-5.743489,2.174476,3.645441,-2.0307,-2.317626,-3.940916,1.210865,3.455018,1.917336,-3.42232,-1.303767,-0.603595,-0.878009,-7.21184,2.500209,-0.639401,-2.035795,1
5.701428,-0.195166,5.120697,-0.235308,-0.835979,-3.781834,3.683581,0.207438,0.242885,0.127487,-2.19249,6.905543,-2.160251,-4.084457,-0.407095,-7.501563,5.58792,-3.541707,-0.555808,-2.408289,0
0.891207,-1.512445,0.320009,-4.091455,0.318663,2.550447,-3.874996,1.039743,3.155215,2.265858,4.41706,-3.215895,0.216645,5.094845,-4.900502,2.357708,-0.533352,-0.965851,0.849021,-2.159066,5
-0.092765,2.383081,1.01932,-1.244982,-3.183048,-2.278246,1.340194,3.166108,5.067474,-2.108222,0.83923,0.359717,-0.181995,1.400197,0.412454,0.134767,-1.713167,-0.183781,0.009118,0.203274,4
0.579264,0.257492,2.058905,-0.746809,0.818703,0.316371,4.204185,2.384578,2.835548,1.210109,-1.245849,-1.10651,-2.045484,-7.356811,1.03822,-0.217875,-1.147486,-1.010287,-1.147627,-0.213156,1
5.395694,-3.2979,-0.302419,2.069632,0.79237,0.169063,-2.432325,3.076999,0.095604,-0.585536,-2.345614,2.666,-3.399636,0.510024,4.892641,1.368017,-5.706004,-0.355865,3.290609,2.033656,8
0.220285,-3.141722,2.252109,-0.168452,-1.226774,-2.125681,-1.788318,-3.793522,3.114035,-0.049494,2.604026,-2.922121,3.689493,-2.56725,-1.931698,0.12176,-0.730284,3.160943,-4.434902,4.656702,6
-0.595893,4.59292,2.448087,1.307445,2.023824,-3.606373,3.892337,-0.740813,-1.745992,3.880827,6.852297,-1.056098,-3.590783,-1.926516,-1.745801,-4.97022,-5.349773,-1.926386,3.942756,0.797289,2
-1.369657,1.626781,-4.530151,-2.920629,-5.421338,-1.344583,-0.730971,2.631707,-4.016337,1.138077,-0.675661,4.432867,-2.245978,4.307238,-0.348807,0.858392,-1.811192,-1.784982,3.485101,-1.668454,0
-5.979502,0.396256,1.98144,-4.576204,-0.623393,6.37755,2.263601,1.836763,-0.265937,-1.402363,1.123465,1.345083,-8.839192,-2.283498,-4.776528,-2.438516,-5.093407,-3.069389,2.817728,-2.926212,1
4.171164,1.114907,-1.250826,-1.713531,-2.819244,1.588752,0.573088,6.765883,-4.412701,-1.288197,0.769541,1.708479,-0.7976,-0.336444,-0.912892,0.709112,2.700212,0.732638,-0.225362,-4.535015,2
0.30041,-4.026088,0.457754,7.907308,3.222014,-7.731459,-5.70429,3.258571,4.001301,-3.891696,2.349762,-3.551684,-2.286278,2.60165,-0.183604,0.238142,-4.046059,-4.219767,-1.681791,0.055885,7
3.198305,1.165052,1.636741,-0.43,0.054294,0.062467,0.723825,1.343287,3.962009,-1.872719,4.993317,-0.365192,-1.973192,3.021255,-0.840729,-0.959731,-2.904586,-0.196263,-1.057058,1.908066,5
0.351209,2.614663,-2.594915,-3.947045,-3.192404,-1.340264,-4.074152,2.380587,2.45289,3.509654,3.057007,-7.161804,-2.89581,-2.012283,6.467483,0.615522,-1.233536,0.530339,-0.055211,-2.897394,9
0.256013,-2.513273,2.562533,3.64284,-0.464899,-4.136597,-1.175337,-5.110599,-3.153729,-1.172806,-2.895903,-1.157758,2.572961,-0.706833,2.317019,3.110179,-2.001513,3.238585,-1.842189,4.751559,6
-1.477564,-0.485264,0.783233,2.094276,0.271428,-2.971078,-3.989183,-1.36517,-4.189143,-2.836648,-0.208941,-0.547354,1.102763,-1.193105,1.086524,-2.403839,2.737144,3.028068,-1.372016,7.917869,6
1.349454,6.033212,3.930579,1.536383,0.870731,0.239906,3.226714,4.275002,-1.680753,-4.002237,3.790588,-2.833965,-2.8833,-1.35908,-1.334623,-2.507802,-0.489062,-0.642739,3.690094,-4.845182,9
1.995719,5.023471,-3.599128,-0.770699,-0.596141,-1.57857,-1.353054,-0.266616,0.226926,6.691565,-1.525337,-0.228235,-3.592667,-5.522702,-4.069964,6.85199,-1.158597,5.652113,3.357015,1.822287,8
5.138814,2.840549,-3.213739,4.4916,0.020987,-1.518839,0.438485,-0.802179,-2.858408,-1.901797,1.933722,-1.202904,-0.981898,-2.881066,-0.378058,0.442338,0.612547,0.556304,0.921899,-0.823273,2
-0.383488,6.235495,1.217692,0.15192,3.64772,3.68885,4.099633,-1.007106,-1.521594,-0.347956,1.897088,-2.951309,-0.534046,-1.896001,-5.837878,-2.981508,-2.779355,-1.526713,0.82729,1.468652,1
0.60802,2.547851,-1.50753,-1.574998,-0.129654,2.140975,1.220492,-2.366912,-5.684714,1.600168,1.51504,-3.66992,-0.441442,0.782965,1.524901,0.526941,-2.63272,2.38248,1.162958,-3.369832,7
-2.894046,1.51362,-0.266998,-4.186294,-0.029945,-0.286164,0.02763,-0.963021,-0.993561,0.594416,-3.548684,1.154869,1.810043,-1.573636,-0.328465,-0.033109,-0.327671,0.949717,-1.02594,3.09254,2
-1.651291,-2.744405,-1.534273,1.235213,7.472498,-1.441816,-3.552931,0.085844,7.899617,-4.278837,-2.091439,-0.812048,-0.841141,-0.490354,-0.719077,0.378706,0.981581,0.650892,-0.302274,0.153008,7
-0.572974,0.082732,-2.162233,-1.329457,3.54442,0.592231,-6.907931,-2.35861,-3.062887,0.89263,2.20359,2.411203,-1.161184,-0.63172,-0.919697,2.066083,-4.849947,-0.103624,-1.38663,-4.314732,7
0.852243,1.092013,-2.94202,4.469158,-4.033235,-0.360755,4.87935,3.398681,-0.513577,-4.80871,-3.012232,4.702393,-0.893391,7.0603,3.244641,-1.234438,-2.517628,1.782271,3.948645,-0.397025,0
-0.723765,-0.24132,-4.517072,-0.839827,-3.22797,-0.273232,1.924261,-1.639768,-1.786111,-0.249357,2.893789,-0.25966,0.308871,4.13447,1.565062,4.16111,-3.004534,2.81282,2.347,0.723429,8
-0.011042,1.960061,1.512535,-0.382022,1.133989,-2.000567,4.502375,-2.533095,1.983582,1.29108,-1.68461,-0.090669,-2.325152,0.881763,1.060452,-3.90744,2.951718,0.309274,-3.713509,1.673609,1
-1.756588,-2.437057,1.085971,0.475071,2.10401,-2.843168,-0.369104,-1.975023,0.417392,0.519328,4.626112,0.410068,-1.654718,-1.400272,1.024814,-0.039373,-1.99421,-2.561633,2.81361,-3.367324,7
-4.078633,0.714528,1.660291,-3.628311,-4.175628,0.395957,1.755475,1.102206,0.029989,1.554106,0.747988,-0.968438,-0.264836,1.376621,-0.286933,1.330202,-0.046765,-0.081007,-1.530154,-3.166452,6
