dataset,Accuracy,ErrorRate,Algorithm,,,AvgErr
pca_breast-cancer,71.69138011,0.283086199,SimpleLogistic,,,
pca_breast-cancer,72.8775073,0.271224927,SMO,,,
pca_breast-cancer,70.17679097,0.29823209,SVM,,,
pca_breast-w,97.0674685,0.029325315,J48,,,
pca_breast-w,97.55050359,0.024494964,DecisionStump,,,
pca_breast-w,97.21888977,0.027811102,RandomForest,,,
pca_breast-w,97.06919743,0.029308026,PART,,,
pca_breast-w,97.80480684,0.021951932,DecisionTable,,,
pca_breast-w,97.76762981,0.022323702,JRip,,,
pca_breast-w,97.66946853,0.023305315,OneR,,,
pca_breast-w,35.24896902,0.64751031,ZeroR,,,
pca_breast-w,95.4805417,0.045194583,IBk,,,
pca_breast-w,97.25571766,0.027442823,KStar,,,
pca_breast-w,97.33416797,0.02665832,LWL,,,
pca_breast-w,97.00599561,0.029940044,NaiveBayes,,,
pca_breast-w,97.50861467,0.024913853,AdaBoostM1,,,
pca_breast-w,97.74728975,0.022527103,Bagging,,,
pca_breast-w,35.25184094,0.647481591,Stacking,,,
pca_breast-w,97.29453001,0.0270547,LogitBoost,,,
pca_breast-w,95.96637447,0.040336255,RandomCommittee,,,
pca_breast-w,35.25502015,0.647449799,Vote,,,
pca_breast-w,97.64613722,0.023538628,Logistic,,,
pca_breast-w,97.46470856,0.025352914,MultilayerPerceptron,,,
pca_breast-w,96.91688821,0.030831118,SimpleLogistic,,,
pca_breast-w,97.09093654,0.029090635,SMO,,,
pca_breast-w,96.37326197,0.03626738,SVM,,,
pca_bridges_version1,43.60910003,0.563909,J48,,,
pca_bridges_version1,37.45262249,0.625473775,DecisionStump,,,
pca_bridges_version1,50.9439675,0.490560325,RandomForest,,,
pca_bridges_version1,48.92566837,0.510743316,PART,,,
pca_bridges_version1,39.49703585,0.605029641,DecisionTable,,,
pca_bridges_version1,50.29771014,0.497022899,JRip,,,
pca_bridges_version1,51.46947824,0.485305218,OneR,,,
pca_bridges_version1,40.90028011,0.590997199,ZeroR,,,
pca_bridges_version1,54.03444873,0.459655513,IBk,,,
pca_bridges_version1,40.56996211,0.594300379,KStar,,,
pca_bridges_version1,39.43256592,0.605674341,LWL,,,
pca_bridges_version1,57.11638594,0.428836141,NaiveBayes,,,
pca_bridges_version1,36.73893214,0.632610679,AdaBoostM1,,,
pca_bridges_version1,46.38028636,0.536197136,Bagging,,,
pca_bridges_version1,41.66598841,0.583340116,Stacking,,,
pca_bridges_version1,57.03035977,0.429696402,LogitBoost,,,
pca_bridges_version1,52.97664393,0.470233561,RandomCommittee,,,
pca_bridges_version1,40.78242549,0.592175745,Vote,,,
pca_bridges_version1,57.01645559,0.429835444,Logistic,,,
pca_bridges_version1,51.2114141,0.487885859,MultilayerPerceptron,,,
pca_bridges_version1,57.41116017,0.425888398,SimpleLogistic,,,
pca_bridges_version1,43.26958386,0.567304161,SMO,,,
pca_bridges_version1,43.48664384,0.565133562,SVM,,,
pca_car,78.94443096,0.21055569,J48,,,
pca_car,70.45062368,0.295493763,DecisionStump,,,
pca_car,78.51679505,0.214832049,RandomForest,,,
pca_car,78.7835211,0.212164789,PART,,,
pca_car,78.53494887,0.214650511,DecisionTable,,,
pca_car,77.04287249,0.229571275,JRip,,,
pca_car,79.32830664,0.206716934,OneR,,,
pca_car,70.80216062,0.291978394,ZeroR,,,
pca_car,78.97217982,0.210278202,IBk,,,
pca_car,80.13722634,0.198627737,KStar,,,
pca_car,72.89507926,0.271049207,LWL,,,
pca_car,66.53139905,0.334686009,NaiveBayes,,,
pca_car,70.91524673,0.290847533,AdaBoostM1,,,
pca_car,79.55060778,0.204493922,Bagging,,,
pca_car,70.57389603,0.29426104,Stacking,,,
pca_car,76.87383169,0.231261683,LogitBoost,,,
pca_car,78.37113187,0.216288681,RandomCommittee,,,
pca_car,70.34277764,0.296572224,Vote,,,
pca_car,76.95133399,0.23048666,Logistic,,,
pca_car,76.7472528,0.232527472,MultilayerPerceptron,,,
pca_car,76.44942938,0.235505706,SimpleLogistic,,,
pca_car,66.81933332,0.331806667,SMO,,,
pca_car,70.73745647,0.292625435,SVM,,,
pca_cmc,44.82375938,0.551762406,J48,,,
pca_cmc,32.73242167,0.672675783,DecisionStump,,,
pca_cmc,43.83954104,0.56160459,RandomForest,,,
pca_cmc,44.34243671,0.556575633,PART,,,
pca_cmc,49.45837364,0.505416264,DecisionTable,,,
pca_cmc,44.00540802,0.55994592,JRip,,,
pca_cmc,34.72725414,0.652727459,OneR,,,
pca_cmc,35.56290949,0.644370905,ZeroR,,,
pca_cmc,40.81076584,0.591892342,IBk,,,
pca_cmc,41.78570668,0.582142933,KStar,,,
pca_cmc,45.56530432,0.544346957,LWL,,,
pca_cmc,41.19428318,0.588057168,NaiveBayes,,,
pca_cmc,33.05993607,0.669400639,AdaBoostM1,,,
pca_cmc,44.92152033,0.550784797,Bagging,,,
pca_cmc,35.69676697,0.64303233,Stacking,,,
pca_cmc,42.37433573,0.576256643,LogitBoost,,,
pca_cmc,42.97703377,0.570229662,RandomCommittee,,,
pca_cmc,35.48015916,0.645198408,Vote,,,
pca_cmc,30.82532514,0.691746749,Logistic,,,
pca_cmc,34.97695535,0.650230446,MultilayerPerceptron,,,
pca_cmc,30.19831003,0.6980169,SimpleLogistic,,,
pca_cmc,25.84375896,0.74156241,SMO,,,
pca_cmc,51.92893802,0.48071062,SVM,,,
pca_colic,59.32643278,0.406735672,J48,,,
pca_colic,63.03739887,0.369626011,DecisionStump,,,
pca_colic,64.92728519,0.350727148,RandomForest,,,
pca_colic,56.10246444,0.438975356,PART,,,
pca_colic,61.46701538,0.385329846,DecisionTable,,,
pca_colic,60.88032292,0.391196771,JRip,,,
pca_colic,58.32624019,0.416737598,OneR,,,
pca_colic,38.02779438,0.619722056,ZeroR,,,
pca_colic,64.27685413,0.357231459,IBk,,,
pca_colic,63.28007119,0.367199288,KStar,,,
pca_colic,63.48210935,0.365178907,LWL,,,
pca_colic,53.30888765,0.466911124,NaiveBayes,,,
pca_colic,63.37980584,0.366201942,AdaBoostM1,,,
pca_colic,63.70740749,0.362925925,Bagging,,,
pca_colic,38.65045487,0.613495451,Stacking,,,
pca_colic,65.76315885,0.342368412,LogitBoost,,,
pca_colic,66.59452442,0.334054756,RandomCommittee,,,
pca_colic,38.24070588,0.617592941,Vote,,,
pca_colic,58.07727199,0.41922728,Logistic,,,
pca_colic,58.63403064,0.413659694,MultilayerPerceptron,,,
pca_colic,56.4579161,0.435420839,SimpleLogistic,,,
pca_colic,56.66145807,0.433385419,SMO,,,
pca_colic,64.3434327,0.356565673,SVM,,,
pca_cpu,11.76720598,0.88232794,J48,,,
pca_cpu,1.723325661,0.982766743,DecisionStump,,,
pca_cpu,13.31886698,0.86681133,RandomForest,,,
pca_cpu,11.29872457,0.887012754,PART,,,
pca_cpu,9.091854728,0.909081453,DecisionTable,,,
pca_cpu,4.037823987,0.95962176,JRip,,,
pca_cpu,6.5376072,0.934623928,OneR,,,
pca_cpu,1.462241752,0.985377582,ZeroR,,,
pca_cpu,10.68968045,0.893103196,IBk,,,
pca_cpu,14.05577182,0.859442282,KStar,,,
pca_cpu,0.625278068,0.993747219,LWL,,,
pca_cpu,15.69428304,0.84305717,NaiveBayes,,,
pca_cpu,1.547079199,0.984529208,AdaBoostM1,,,
pca_cpu,12.92096421,0.870790358,Bagging,,,
pca_cpu,2.995702829,0.970042972,Stacking,,,
pca_cpu,14.66022633,0.853397737,LogitBoost,,,
pca_cpu,16.21274191,0.837872581,RandomCommittee,,,
pca_cpu,2.621303214,0.973786968,Vote,,,
pca_cpu,19.74000771,0.802599923,Logistic,,,
pca_cpu,2.264953557,0.977350464,MultilayerPerceptron,,,
pca_cpu,14.5320081,0.854679919,SimpleLogistic,,,
pca_cpu,2.528482147,0.974715179,SMO,,,
pca_cpu,17.92128571,0.820787143,SVM,,,
pca_credit-a,67.14961974,0.328503803,J48,,,
pca_credit-a,65.80593391,0.341940661,DecisionStump,,,
pca_credit-a,69.49060476,0.305093952,RandomForest,,,
pca_credit-a,66.25529325,0.337447068,PART,,,
pca_credit-a,64.4323877,0.355676123,DecisionTable,,,
pca_credit-a,64.60448313,0.353955169,JRip,,,
pca_credit-a,62.70806364,0.372919364,OneR,,,
pca_credit-a,55.56579746,0.444342025,ZeroR,,,
pca_credit-a,61.11477642,0.388852236,IBk,,,
pca_credit-a,65.24513035,0.347548697,KStar,,,
pca_credit-a,60.66853971,0.393314603,LWL,,,
pca_credit-a,66.17429989,0.338257001,NaiveBayes,,,
pca_credit-a,66.92807257,0.330719274,AdaBoostM1,,,
pca_credit-a,66.8486432,0.331513568,Bagging,,,
pca_credit-a,56.26726068,0.437327393,Stacking,,,
pca_credit-a,69.99696389,0.300030361,LogitBoost,,,
pca_credit-a,68.60894051,0.313910595,RandomCommittee,,,
pca_credit-a,55.91310295,0.44086897,Vote,,,
pca_credit-a,68.27776841,0.317222316,Logistic,,,
pca_credit-a,67.07427333,0.329257267,MultilayerPerceptron,,,
pca_credit-a,68.28466619,0.317153338,SimpleLogistic,,,
pca_credit-a,56.54605488,0.434539451,SMO,,,
pca_credit-a,54.23249107,0.457675089,SVM,,,
pca_credit-g,57.90074738,0.420992526,J48,,,
pca_credit-g,62.47062945,0.375293705,DecisionStump,,,
pca_credit-g,66.99290316,0.330070968,RandomForest,,,
pca_credit-g,62.32842254,0.376715775,PART,,,
pca_credit-g,59.31183921,0.406881608,DecisionTable,,,
pca_credit-g,63.35181352,0.366481865,JRip,,,
pca_credit-g,59.442976,0.40557024,OneR,,,
pca_credit-g,70.43968516,0.295603148,ZeroR,,,
pca_credit-g,61.4794411,0.385205589,IBk,,,
pca_credit-g,59.68691838,0.403130816,KStar,,,
pca_credit-g,60.5887352,0.394112648,LWL,,,
pca_credit-g,69.37480343,0.306251966,NaiveBayes,,,
pca_credit-g,65.2727171,0.347272829,AdaBoostM1,,,
pca_credit-g,65.77964412,0.342203559,Bagging,,,
pca_credit-g,70.46424523,0.295357548,Stacking,,,
pca_credit-g,64.19818632,0.358018137,LogitBoost,,,
pca_credit-g,66.32816138,0.336718386,RandomCommittee,,,
pca_credit-g,70.17007918,0.298299208,Vote,,,
pca_credit-g,65.70503173,0.342949683,Logistic,,,
pca_credit-g,65.97966379,0.340203362,MultilayerPerceptron,,,
pca_credit-g,65.60186738,0.343981326,SimpleLogistic,,,
pca_credit-g,68.58443632,0.314155637,SMO,,,
pca_credit-g,70.13983223,0.298601678,SVM,,,
pca_cylinder-bands,57.61642233,0.423835777,J48,,,
pca_cylinder-bands,58.91962733,0.410803727,DecisionStump,,,
pca_cylinder-bands,60.65111609,0.393488839,RandomForest,,,
pca_cylinder-bands,57.24626925,0.427537307,PART,,,
pca_cylinder-bands,58.7443949,0.412556051,DecisionTable,,,
pca_cylinder-bands,54.35519352,0.456448065,JRip,,,
pca_cylinder-bands,57.70568602,0.42294314,OneR,,,
pca_cylinder-bands,58.09745955,0.419025404,ZeroR,,,
pca_cylinder-bands,52.57499389,0.474250061,IBk,,,
pca_cylinder-bands,53.5115127,0.464884873,KStar,,,
pca_cylinder-bands,58.03709519,0.419629048,LWL,,,
pca_cylinder-bands,57.35881574,0.426411843,NaiveBayes,,,
pca_cylinder-bands,59.12461816,0.408753818,AdaBoostM1,,,
pca_cylinder-bands,62.63701413,0.373629859,Bagging,,,
pca_cylinder-bands,57.92603916,0.420739608,Stacking,,,
pca_cylinder-bands,60.34591859,0.396540814,LogitBoost,,,
pca_cylinder-bands,57.78176471,0.422182353,RandomCommittee,,,
pca_cylinder-bands,58.16174127,0.418382587,Vote,,,
pca_cylinder-bands,59.88170508,0.401182949,Logistic,,,
pca_cylinder-bands,59.47696032,0.405230397,MultilayerPerceptron,,,
pca_cylinder-bands,59.00360598,0.40996394,SimpleLogistic,,,
pca_cylinder-bands,58.34394324,0.416560568,SMO,,,
pca_cylinder-bands,59.03471042,0.409652896,SVM,,,
pca_dermatology,84.69928516,0.153007148,J48,,,
pca_dermatology,36.81250867,0.631874913,DecisionStump,,,
pca_dermatology,86.56904548,0.134309545,RandomForest,,,
pca_dermatology,85.29146569,0.147085343,PART,,,
pca_dermatology,82.470061,0.17529939,DecisionTable,,,
pca_dermatology,84.21162532,0.157883747,JRip,,,
pca_dermatology,72.04709042,0.279529096,OneR,,,
pca_dermatology,31.77301425,0.682269857,ZeroR,,,
pca_dermatology,82.98466126,0.170153387,IBk,,,
pca_dermatology,81.36370607,0.186362939,KStar,,,
pca_dermatology,69.3117757,0.306882243,LWL,,,
pca_dermatology,85.76532634,0.142346737,NaiveBayes,,,
pca_dermatology,37.69182452,0.623081755,AdaBoostM1,,,
pca_dermatology,85.43128947,0.145687105,Bagging,,,
pca_dermatology,21.29709055,0.787029095,Stacking,,,
pca_dermatology,88.7366353,0.112633647,LogitBoost,,,
pca_dermatology,85.57058346,0.144294165,RandomCommittee,,,
pca_dermatology,21.46029375,0.785397063,Vote,,,
pca_dermatology,89.25215757,0.107478424,Logistic,,,
pca_dermatology,86.67861953,0.133213805,MultilayerPerceptron,,,
pca_dermatology,87.87141675,0.121285833,SimpleLogistic,,,
pca_dermatology,76.50102736,0.234989726,SMO,,,
pca_dermatology,76.78653236,0.232134676,SVM,,,
pca_diabetes,68.05570691,0.319442931,J48,,,
pca_diabetes,71.49392857,0.285060714,DecisionStump,,,
pca_diabetes,70.82470884,0.291752912,RandomForest,,,
pca_diabetes,68.6480545,0.313519455,PART,,,
pca_diabetes,69.79861463,0.302013854,DecisionTable,,,
pca_diabetes,69.84152875,0.301584712,JRip,,,
pca_diabetes,67.30116116,0.326988388,OneR,,,
pca_diabetes,35.87740832,0.641225917,ZeroR,,,
pca_diabetes,66.51471828,0.334852817,IBk,,,
pca_diabetes,67.32447866,0.326755213,KStar,,,
pca_diabetes,71.59175929,0.284082407,LWL,,,
pca_diabetes,72.01762097,0.27982379,NaiveBayes,,,
pca_diabetes,70.33901315,0.296609869,AdaBoostM1,,,
pca_diabetes,70.56569347,0.294343065,Bagging,,,
pca_diabetes,54.04434472,0.459556553,Stacking,,,
pca_diabetes,69.95422399,0.30045776,LogitBoost,,,
pca_diabetes,67.10174486,0.328982551,RandomCommittee,,,
pca_diabetes,54.04892878,0.459510712,Vote,,,
pca_diabetes,71.51009624,0.284899038,Logistic,,,
pca_diabetes,74.05713272,0.259428673,MultilayerPerceptron,,,
pca_diabetes,72.25536962,0.277446304,SimpleLogistic,,,
pca_diabetes,73.10702969,0.268929703,SMO,,,
pca_diabetes,65.87739519,0.341226048,SVM,,,
pca_ecoli,75.83055625,0.241694438,J48,,,
pca_ecoli,53.21759047,0.467824095,DecisionStump,,,
pca_ecoli,74.39222023,0.256077798,RandomForest,,,
pca_ecoli,72.73182244,0.272681776,PART,,,
pca_ecoli,70.01301335,0.299869867,DecisionTable,,,
pca_ecoli,72.14305652,0.278569435,JRip,,,
pca_ecoli,50.07792837,0.499220716,OneR,,,
pca_ecoli,42.9990162,0.570009838,ZeroR,,,
pca_ecoli,73.89461863,0.261053814,IBk,,,
pca_ecoli,69.67659189,0.303234081,KStar,,,
pca_ecoli,56.40187334,0.435981267,LWL,,,
pca_ecoli,78.38256187,0.216174381,NaiveBayes,,,
pca_ecoli,46.24190236,0.537580976,AdaBoostM1,,,
pca_ecoli,74.81944749,0.251805525,Bagging,,,
pca_ecoli,42.70106763,0.572989324,Stacking,,,
pca_ecoli,72.21896733,0.277810327,LogitBoost,,,
pca_ecoli,73.55949715,0.264405028,RandomCommittee,,,
pca_ecoli,42.53716872,0.574628313,Vote,,,
pca_ecoli,79.08036094,0.209196391,Logistic,,,
pca_ecoli,79.61390801,0.20386092,MultilayerPerceptron,,,
pca_ecoli,77.74931819,0.222506818,SimpleLogistic,,,
pca_ecoli,72.64770816,0.273522918,SMO,,,
pca_ecoli,79.46994026,0.205300597,SVM,,,
pca_glass,68.16727279,0.318327272,J48,,,
pca_glass,42.80856325,0.571914368,DecisionStump,,,
pca_glass,67.54641675,0.324535832,RandomForest,,,
pca_glass,63.31641689,0.366835831,PART,,,
pca_glass,60.22454255,0.397754574,DecisionTable,,,
pca_glass,60.48382623,0.395161738,JRip,,,
pca_glass,55.65572006,0.443442799,OneR,,,
pca_glass,36.09168827,0.639083117,ZeroR,,,
pca_glass,73.55602476,0.264439752,IBk,,,
pca_glass,65.36146004,0.3463854,KStar,,,
pca_glass,40.24524593,0.597547541,LWL,,,
pca_glass,52.52327633,0.474767237,NaiveBayes,,,
pca_glass,42.93554947,0.570644505,AdaBoostM1,,,
pca_glass,68.1217356,0.318782644,Bagging,,,
pca_glass,32.29346405,0.67706536,Stacking,,,
pca_glass,65.36876717,0.346312328,LogitBoost,,,
pca_glass,68.94739705,0.310526029,RandomCommittee,,,
pca_glass,32.87955298,0.67120447,Vote,,,
pca_glass,60.65793972,0.393420603,Logistic,,,
pca_glass,67.95152401,0.32048476,MultilayerPerceptron,,,
pca_glass,58.13362906,0.418663709,SimpleLogistic,,,
pca_glass,46.6305466,0.533694534,SMO,,,
pca_glass,69.15144496,0.30848555,SVM,,,
pca_heart-c,73.16477228,0.268352277,J48,,,
pca_heart-c,70.62644823,0.293735518,DecisionStump,,,
pca_heart-c,65.91974636,0.340802536,RandomForest,,,
pca_heart-c,72.94325289,0.270567471,PART,,,
pca_heart-c,71.26060869,0.287393913,DecisionTable,,,
pca_heart-c,69.51349414,0.304865059,JRip,,,
pca_heart-c,55.75553889,0.442444611,OneR,,,
pca_heart-c,44.38220636,0.556177936,ZeroR,,,
pca_heart-c,58.40281023,0.415971898,IBk,,,
pca_heart-c,61.39132753,0.386086725,KStar,,,
pca_heart-c,68.7712107,0.312287893,LWL,,,
pca_heart-c,70.53015638,0.294698436,NaiveBayes,,,
pca_heart-c,68.16676476,0.318332352,AdaBoostM1,,,
pca_heart-c,71.34981252,0.286501875,Bagging,,,
pca_heart-c,47.02421134,0.529757887,Stacking,,,
pca_heart-c,65.82852044,0.341714796,LogitBoost,,,
pca_heart-c,63.10927682,0.368907232,RandomCommittee,,,
pca_heart-c,46.31897801,0.53681022,Vote,,,
pca_heart-c,69.61101032,0.303889897,Logistic,,,
pca_heart-c,63.14924566,0.368507543,MultilayerPerceptron,,,
pca_heart-c,71.04667808,0.289533219,SimpleLogistic,,,
pca_heart-c,69.76482123,0.302351788,SMO,,,
pca_heart-c,49.44982663,0.505501734,SVM,,,
pca_heart-h,38.51787507,0.614821249,J48,,,
pca_heart-h,64.38104983,0.356189502,DecisionStump,,,
pca_heart-h,46.72941453,0.532705855,RandomForest,,,
pca_heart-h,35.96858344,0.640314166,PART,,,
pca_heart-h,50.98691418,0.490130858,DecisionTable,,,
pca_heart-h,59.26073717,0.407392628,JRip,,,
pca_heart-h,42.51091528,0.574890847,OneR,,,
pca_heart-h,63.60036255,0.363996375,ZeroR,,,
pca_heart-h,43.62863881,0.563713612,IBk,,,
pca_heart-h,46.47137335,0.535286267,KStar,,,
pca_heart-h,56.54878616,0.434512138,LWL,,,
pca_heart-h,55.37770928,0.446222907,NaiveBayes,,,
pca_heart-h,57.20052726,0.427994727,AdaBoostM1,,,
pca_heart-h,46.85873099,0.53141269,Bagging,,,
pca_heart-h,64.13992686,0.358600731,Stacking,,,
pca_heart-h,52.82439724,0.471756028,LogitBoost,,,
pca_heart-h,49.11345223,0.508865478,RandomCommittee,,,
pca_heart-h,64.489587,0.35510413,Vote,,,
pca_heart-h,53.17834203,0.46821658,Logistic,,,
pca_heart-h,53.26839887,0.467316011,MultilayerPerceptron,,,
pca_heart-h,52.78873588,0.472112641,SimpleLogistic,,,
pca_heart-h,49.00795361,0.509920464,SMO,,,
pca_heart-h,64.12135506,0.358786449,SVM,,,
pca_heart-statlog,59.78734439,0.402126556,J48,,,
pca_heart-statlog,65.32120578,0.346787942,DecisionStump,,,
pca_heart-statlog,68.35507582,0.316449242,RandomForest,,,
pca_heart-statlog,59.42569809,0.405743019,PART,,,
pca_heart-statlog,65.42063406,0.345793659,DecisionTable,,,
pca_heart-statlog,64.48561776,0.355143822,JRip,,,
pca_heart-statlog,59.34129583,0.406587042,OneR,,,
pca_heart-statlog,45.28280298,0.54717197,ZeroR,,,
pca_heart-statlog,64.57314314,0.354268569,IBk,,,
pca_heart-statlog,58.15873913,0.418412609,KStar,,,
pca_heart-statlog,66.70604284,0.332939572,LWL,,,
pca_heart-statlog,67.33304979,0.326669502,NaiveBayes,,,
pca_heart-statlog,61.07565806,0.389243419,AdaBoostM1,,,
pca_heart-statlog,67.75677833,0.322432217,Bagging,,,
pca_heart-statlog,44.7616554,0.552383446,Stacking,,,
pca_heart-statlog,63.40354522,0.365964548,LogitBoost,,,
pca_heart-statlog,61.61117086,0.383888291,RandomCommittee,,,
pca_heart-statlog,44.80008562,0.551999144,Vote,,,
pca_heart-statlog,64.54820813,0.354517919,Logistic,,,
pca_heart-statlog,60.98015767,0.390198423,MultilayerPerceptron,,,
pca_heart-statlog,65.90190549,0.340980945,SimpleLogistic,,,
pca_heart-statlog,62.04016566,0.379598343,SMO,,,
pca_heart-statlog,45.57432388,0.544256761,SVM,,,
pca_hepatitis,78.73477688,0.212652231,J48,,,
pca_hepatitis,81.96767213,0.180323279,DecisionStump,,,
pca_hepatitis,82.2224702,0.177775298,RandomForest,,,
pca_hepatitis,78.09669728,0.219033027,PART,,,
pca_hepatitis,78.20269939,0.217973006,DecisionTable,,,
pca_hepatitis,80.34347729,0.196565227,JRip,,,
pca_hepatitis,80.47621348,0.195237865,OneR,,,
pca_hepatitis,79.64060138,0.203593986,ZeroR,,,
pca_hepatitis,73.85170716,0.261482928,IBk,,,
pca_hepatitis,76.8104106,0.231895894,KStar,,,
pca_hepatitis,84.66180145,0.153381985,LWL,,,
pca_hepatitis,76.16635813,0.238336419,NaiveBayes,,,
pca_hepatitis,81.806557,0.18193443,AdaBoostM1,,,
pca_hepatitis,78.80472173,0.211952783,Bagging,,,
pca_hepatitis,79.65512214,0.203448779,Stacking,,,
pca_hepatitis,79.88907059,0.201109294,LogitBoost,,,
pca_hepatitis,77.00883611,0.229911639,RandomCommittee,,,
pca_hepatitis,79.73400264,0.202659974,Vote,,,
pca_hepatitis,79.65050886,0.203494911,Logistic,,,
pca_hepatitis,79.2486459,0.207513541,MultilayerPerceptron,,,
pca_hepatitis,79.83526799,0.20164732,SimpleLogistic,,,
pca_hepatitis,79.33529262,0.206647074,SMO,,,
pca_hepatitis,80.22064989,0.197793501,SVM,,,
pca_hypothyroid,96.14649799,0.03853502,J48,,,
pca_hypothyroid,93.5734768,0.064265232,DecisionStump,,,
pca_hypothyroid,96.97805697,0.03021943,RandomForest,,,
pca_hypothyroid,95.00431181,0.049956882,PART,,,
pca_hypothyroid,94.78259581,0.052174042,DecisionTable,,,
pca_hypothyroid,95.57960901,0.04420391,JRip,,,
pca_hypothyroid,93.35659687,0.066434031,OneR,,,
pca_hypothyroid,92.47402283,0.075259772,ZeroR,,,
pca_hypothyroid,95.04558867,0.049544113,IBk,,,
pca_hypothyroid,94.88952687,0.051104731,KStar,,,
pca_hypothyroid,94.14564265,0.058543573,LWL,,,
pca_hypothyroid,94.05765353,0.059423465,NaiveBayes,,,
pca_hypothyroid,93.17129022,0.068287098,AdaBoostM1,,,
pca_hypothyroid,96.87915884,0.031208412,Bagging,,,
pca_hypothyroid,93.17995699,0.06820043,Stacking,,,
pca_hypothyroid,95.00879205,0.04991208,LogitBoost,,,
pca_hypothyroid,95.55977851,0.044402215,RandomCommittee,,,
pca_hypothyroid,92.38706362,0.076129364,Vote,,,
pca_hypothyroid,95.78967913,0.042103209,Logistic,,,
pca_hypothyroid,96.82857208,0.031714279,MultilayerPerceptron,,,
pca_hypothyroid,95.22800201,0.04771998,SimpleLogistic,,,
pca_hypothyroid,94.29862678,0.057013732,SMO,,,
pca_hypothyroid,93.1910789,0.068089211,SVM,,,
pca_ionosphere,84.45699708,0.155430029,J48,,,
pca_ionosphere,78.56439217,0.214356078,DecisionStump,,,
pca_ionosphere,88.16633534,0.118336647,RandomForest,,,
pca_ionosphere,83.813103,0.16186897,PART,,,
pca_ionosphere,82.5320779,0.174679221,DecisionTable,,,
pca_ionosphere,83.50290824,0.164970918,JRip,,,
pca_ionosphere,74.75904262,0.252409574,OneR,,,
pca_ionosphere,64.63604216,0.353639578,ZeroR,,,
pca_ionosphere,87.68608671,0.123139133,IBk,,,
pca_ionosphere,83.81197407,0.161880259,KStar,,,
pca_ionosphere,81.80602772,0.181939723,LWL,,,
pca_ionosphere,84.112029,0.15887971,NaiveBayes,,,
pca_ionosphere,81.7278763,0.182721237,AdaBoostM1,,,
pca_ionosphere,86.91102684,0.130889732,Bagging,,,
pca_ionosphere,64.84066611,0.351593339,Stacking,,,
pca_ionosphere,84.77440369,0.152255963,LogitBoost,,,
pca_ionosphere,84.6391151,0.153608849,RandomCommittee,,,
pca_ionosphere,64.63764845,0.353623516,Vote,,,
pca_ionosphere,85.78313281,0.142168672,Logistic,,,
pca_ionosphere,86.55693839,0.134430616,MultilayerPerceptron,,,
pca_ionosphere,84.88201052,0.151179895,SimpleLogistic,,,
pca_ionosphere,83.00196888,0.169980311,SMO,,,
pca_ionosphere,86.33123465,0.136687653,SVM,,,
pca_kdd_JapaneseVowels,40.86014192,0.591398581,J48,,,
pca_kdd_JapaneseVowels,4.953203986,0.95046796,DecisionStump,,,
pca_kdd_JapaneseVowels,46.22264224,0.537773578,RandomForest,,,
pca_kdd_JapaneseVowels,43.30435409,0.566956459,PART,,,
pca_kdd_JapaneseVowels,39.32027979,0.606797202,DecisionTable,,,
pca_kdd_JapaneseVowels,36.17165399,0.63828346,JRip,,,
pca_kdd_JapaneseVowels,16.37953205,0.836204679,OneR,,,
pca_kdd_JapaneseVowels,1.068003631,0.989319964,ZeroR,,,
pca_kdd_JapaneseVowels,44.16876212,0.558312379,IBk,,,
pca_kdd_JapaneseVowels,42.10280833,0.578971917,KStar,,,
pca_kdd_JapaneseVowels,7.479750871,0.925202491,LWL,,,
pca_kdd_JapaneseVowels,44.85969413,0.551403059,NaiveBayes,,,
pca_kdd_JapaneseVowels,4.887715108,0.951122849,AdaBoostM1,,,
pca_kdd_JapaneseVowels,47.34564031,0.526543597,Bagging,,,
pca_kdd_JapaneseVowels,0.961143796,0.990388562,Stacking,,,
pca_kdd_JapaneseVowels,43.18546463,0.568145354,LogitBoost,,,
pca_kdd_JapaneseVowels,46.20832731,0.537916727,RandomCommittee,,,
pca_kdd_JapaneseVowels,1.127311513,0.988726885,Vote,,,
pca_kdd_JapaneseVowels,47.01830872,0.529816913,Logistic,,,
pca_kdd_JapaneseVowels,48.00366801,0.51996332,MultilayerPerceptron,,,
pca_kdd_JapaneseVowels,46.32896406,0.536710359,SimpleLogistic,,,
pca_kdd_JapaneseVowels,45.15656627,0.548434337,SMO,,,
pca_kdd_JapaneseVowels,50.88626204,0.49113738,SVM,,,
pca_kdd_synthetic_control,65.12492119,0.348750788,J48,,,
pca_kdd_synthetic_control,4.130942473,0.958690575,DecisionStump,,,
pca_kdd_synthetic_control,74.82650951,0.251734905,RandomForest,,,
pca_kdd_synthetic_control,63.59866703,0.36401333,PART,,,
pca_kdd_synthetic_control,57.80818853,0.421918115,DecisionTable,,,
pca_kdd_synthetic_control,71.48533044,0.285146696,JRip,,,
pca_kdd_synthetic_control,41.98685675,0.580131432,OneR,,,
pca_kdd_synthetic_control,1.199133071,0.988008669,ZeroR,,,
pca_kdd_synthetic_control,76.36379735,0.236362026,IBk,,,
pca_kdd_synthetic_control,62.61242385,0.373875762,KStar,,,
pca_kdd_synthetic_control,8.22993712,0.917700629,LWL,,,
pca_kdd_synthetic_control,77.0711795,0.229288205,NaiveBayes,,,
pca_kdd_synthetic_control,3.641927887,0.963580721,AdaBoostM1,,,
